job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256,status,failure_kind,timeout_s,precompute_timeout_s,generation_timeout_s,timed_out,timeout_phase,progress_phase,worker_subprocess_runtime_s,grammar_build_runtime_s,compile_runtime_s,xgrammar_precompute_runtime_s,setup_runtime_s,grammar_rule_count,grammar_edge_count,grammar_bytes,compiled_grammar_memory_bytes,model_vocab_size,initial_mask_audit,model_load_runtime_s,method,tokenizer_config_load_runtime_s,generation_runtime_s,prompt_token_count,generated_total_len,generated_token_ids,generated_text,valid_generation,peak_gpu_allocated_bytes,worker_total_runtime_s
129_common_gen_even_count_kna_t9,129,8,even_count,,9,2,64,29,1788,938784664,common_gen,129,0,common_gen:validation:434,0,9a73261fbd0545550d8ac1e80a1757fd780719c0b7d8dc78985dd8c21a6b9d9e,b36bcc74b457ed289fe3e3b8ae65c4f7a3493e3d9d3c5f93b8895e4412d8a9e8,success,,256.0,256.0,256.0,False,,model_loaded,13.429120337998029,0.3744527630042285,0.7047099530027481,1.0791627160069766,1.0791627160069766,1678,18684,302907,441683618,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.983446094003739,xgrammar,0.6366934969992144,2.2211508859909372,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 2466, 883, 30, 1690, 3010, 25, 2228, 12, 8448, 488, 3221, 364, 1438, 440, 264, 3050, 3274, 318, 68, 1257, 2487, 10505, 11, 4237, 11, 3302, 11504, 2228, 12, 3054, 488, 1144, 1928, 383, 264, 8282, 318, 68, 1257, 2487, 3712, 11, 6265, 6265, 248046]","It seems like your message might be incomplete! Could you clarify what you'd like to discuss or ask about? For example:  
- Are you looking for help with a specific task (e.g., coding, writing, research)?  
- Do you need information on a topic (e.g., history, books books<|im_end|>",True,3795953152,7.717226113003562
130_common_gen_even_count_kna_t10,130,9,even_count,,10,2,64,32,1973,1129217176,common_gen,130,0,common_gen:validation:975,0,511628eb839441dfa8dfb321329bc34f3826840f8f2e1ce9ec43dac7f3df1653,2e1931344850062f407ecec603bcc65982d978856f6e017099c1be079a3aec26,success,,256.0,256.0,256.0,False,,model_loaded,13.429016969996155,0.3993826329970034,0.8190725259919418,1.2184551589889452,1.2184551589889452,1864,22590,367590,572114012,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9701687920023687,xgrammar,0.6437169240089133,2.264926335992641,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 11, 3377, 11, 466, 4374, 30, 2228, 12, 23146, 12622, 318, 68, 1257, 2487, 13888, 11, 22133, 11, 11190, 2144, 11504, 2228, 12, 25816, 1761, 318, 68, 1257, 2487, 10505, 11, 795, 6157, 11504, 2228, 2213, 2213, 248046]","It seems like your message might be incomplete! Could you clarify what you'd like help with? For example:  
- A question, problem, or idea?  
- Writing assistance (e.g., emails, essays, creative content)?  
- Technical support (e.g., coding, data analysis)?  
 catch catch<|im_end|>",True,3795953152,7.873246351009584
131_common_gen_even_count_kna_t11,131,10,even_count,,11,2,64,35,2158,1023589603,common_gen,131,0,common_gen:validation:860,0,c2b4193210c4e1f54e0f4648ccf87d4f9a8f77bab4a79d1142f74d88762a6171,79988fedccb6d9ada5b85d5a476dcf517fcc0f5d0500fa2df170d1582f0c1f4b,success,,256.0,256.0,256.0,False,,model_loaded,13.354804586997489,0.3755167640047148,0.9466368650028016,1.3221536290075164,1.3221536290075164,2050,26862,438448,724773800,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.908719603990903,xgrammar,0.587975018992438,2.2413121510035126,12,64,"[2064, 5686, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 310, 4123, 11, 11290, 11, 466, 12804, 30, 1690, 3010, 25, 2228, 12, 357, 6673, 3377, 30, 2228, 12, 357, 11190, 4374, 318, 25638, 11, 2790, 11, 4831, 5946, 30, 2228, 12, 23879, 10597, 466, 11991, 30, 2228, 12, 2441, 1066, 264, 3296, 883, 958, 958, 248046]","It looks like your message might be incomplete! Could you please clarify what you'd like to discuss, solve, or explore? For example:  
- A math problem?  
- A creative idea (story, design, etc.)?  
- Something technical or scientific?  
- Or just a question about use use<|im_end|>",True,3795953152,7.804638521003653
132_common_gen_even_count_kna_t12,132,11,even_count,,12,2,64,38,2343,1421284154,common_gen,132,0,common_gen:validation:559,0,0840f099bab048679ee7fadfa20163cd74661863aa7aa7e9c50b5df7b1a063e9,8025819b5d589fa102b665d8c34c2c3f431d33b6ed78c251a55563d24983c88b,success,,256.0,256.0,256.0,False,,model_loaded,13.491577205990325,0.4136462640017271,1.0952304909878876,1.5088767549896147,1.5088767549896147,2236,31500,515480,901288022,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.850188282012823,xgrammar,0.6291383600037079,2.2386922239966225,12,64,"[2064, 5686, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 883, 7785, 11, 3712, 11, 466, 5269, 30, 2228, 12, 44241, 440, 264, 6673, 3377, 466, 10505, 3274, 30, 2228, 12, 22185, 364, 11190, 6859, 11, 3788, 6440, 11, 466, 24350, 10104, 30, 2228, 16540, 16540, 248046]","It looks like your message might be incomplete! Could you please clarify what you'd like help with? For example:  
- A question about science, history, or technology?  
- Assistance with a math problem or coding task?  
- Ideas for creative projects, study plans, or productivity tips?  
 pose pose<|im_end|>",True,3795953152,7.9803203379997285
133_common_gen_even_count_kna_t13,133,12,even_count,,13,2,64,41,2528,1410041463,common_gen,133,0,common_gen:validation:929,0,f194b45f7af684803404aa51aa636e7763082d83741e62454e36747cbde883ca,411b792265f5da2712f21ea1e755f590431e5a17426b146d5dc16bb52ca1b852,success,,256.0,256.0,256.0,False,,model_loaded,13.576075546996435,0.4097399810125353,1.2205686630040873,1.6303086440166226,1.6303086440166226,2422,36504,598686,1103281718,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.836086509996676,xgrammar,0.6308371180057293,2.264730492999661,12,64,"[2064, 4816, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 310, 4123, 11, 11290, 11, 466, 12804, 30, 1690, 3010, 25, 2228, 12, 357, 6673, 3377, 466, 11870, 23850, 30, 2228, 12, 23146, 1438, 318, 68, 1257, 2487, 22133, 11, 7112, 11, 13888, 11504, 2228, 12, 46472, 12622, 30, 2228, 12, 6070, 11, 7785, 11, 1637, 1637, 248046]","It seems your message might be incomplete! Could you please clarify what you'd like to discuss, solve, or explore? For example:  
- A math problem or logic puzzle?  
- Writing help (e.g., essays, stories, emails)?  
- Coding assistance?  
- Health, science, person person<|im_end|>",True,3795953152,8.150580383007764
134_common_gen_even_count_kna_t14,134,13,even_count,,14,2,64,44,2713,308012226,common_gen,134,0,common_gen:validation:682,0,787125dc97fcd9773215447c6cd200e18d73419e55652cb650b382e73ebe7bca,0f872d068354ba48c973210e396d01a635761a138d1abea9763c673655c3097f,success,,256.0,256.0,256.0,False,,model_loaded,13.800026385986712,0.4209824120043777,1.400098746002186,1.8210811580065638,1.8210811580065638,2608,41874,688066,1332379928,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.705712801005575,xgrammar,0.6201301519904518,2.208644374011783,12,64,"[2064, 4816, 1040, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 2466, 883, 30, 1690, 3010, 25, 2228, 12, 8448, 488, 3133, 383, 264, 2313, 466, 3377, 30, 2228, 12, 14235, 1438, 440, 4237, 11, 6157, 11, 466, 11190, 6498, 30, 2228, 12, 11893, 4602, 883, 12960, 1040, 7785, 11, 5269, 11, 7431, 11, 1438, 248046]","It seems like your message got cut off! Could you clarify what you'd like to discuss or ask about? For example:  
- Are you working on a project or problem?  
- Need help with writing, analysis, or creative ideas?  
- Have questions about topics like science, technology, culture, help<|im_end|>",True,3795953152,8.165064134998829
135_common_gen_even_count_kna_t15,135,14,even_count,,15,2,64,47,2898,1060376882,common_gen,135,0,common_gen:validation:666,0,e462b2f78ae481306913bda4cd945fb63cb64c15e7d943533cbbfc7aa47f5166,6ab9b303216c523a5cc2b886a66d9252d02338a5e9058fcd1fa58a42f88861a8,success,,256.0,256.0,256.0,False,,model_loaded,13.999040082999272,0.439772615005495,1.5752142239944078,2.014986838999903,2.014986838999903,2794,47610,783620,1590207692,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7015571469964925,xgrammar,0.6122518479969585,2.283407097987947,12,64,"[2064, 4816, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 883, 7785, 11, 5269, 11, 7431, 11, 466, 4437, 6337, 30, 2228, 12, 357, 1622, 364, 1928, 383, 264, 8282, 318, 68, 1257, 2487, 3712, 11, 15019, 11, 5640, 10104, 11504, 2228, 12, 44241, 440, 4237, 866, 866, 248046]","It seems your message might be incomplete! Could you clarify what you'd like help with? For example:  
- A question about science, technology, culture, or general knowledge?  
- A request for information on a topic (e.g., history, programming, travel tips)?  
- Assistance with writing any any<|im_end|>",True,3795953152,8.38841369500733
136_common_gen_even_count_kna_t16,136,15,even_count,,16,2,64,50,3083,2042865728,common_gen,136,0,common_gen:validation:971,0,479f45f157ff64b6d49426a8ca8ae87fb225e09b6452b9cce824f3ef44fb7fc6,0b12d0d2d4ebc39899b70f10a469625bba98fb3e1b6cbce4f5902b7ce4608caa,success,,256.0,256.0,256.0,False,,model_loaded,14.450347146004788,0.4569230869965395,1.755010446999222,2.2119335339957615,2.2119335339957615,2980,53712,885348,1878390050,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.6948384640127188,xgrammar,0.6195634110044921,2.236950649996288,12,64,"[2064, 4816, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 2466, 883, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 883, 12688, 11, 7785, 11, 466, 5269, 30, 2228, 12, 11150, 440, 4237, 11, 10505, 11, 466, 3377, 94762, 30, 2228, 12, 69589, 383, 12960, 1040, 2730, 11, 6520, 11, 466, 7431, 30, 1245, 1245, 248046]","It seems your message got cut off! Could you clarify what you'd like to discuss or ask about? For example:  
- A question about facts, science, or technology?  
- Help with writing, coding, or problem-solving?  
- Insights on topics like health, education, or culture? right right<|im_end|>",True,3795953152,8.496008661997621
137_common_gen_odd_count_kna_t1,137,0,odd_count,,1,2,64,3,250,1129329098,common_gen,137,0,common_gen:validation:501,0,fbbb71b887ac9e421816eeecdf5bfee065362d5561144ecb1cb9eebb1a1f74e7,6bf1e26fb16ee498364ca9027cab54abf742c1570a8eaa9d0705302184c6d258,success,,256.0,256.0,256.0,False,,model_loaded,12.50424196899985,0.33046193899645004,0.03959880799811799,0.37006074699456804,0.37006074699456804,130,435,7043,1648542,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9111891240027035,xgrammar,0.6305599720071768,2.2029563699907158,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 14235, 9183, 383, 264, 8282, 30, 2228, 12, 22528, 310, 83783, 6498, 30, 2228, 12, 20482, 364, 1928, 30, 2228, 12, 2441, 2414, 745, 11040, 30, 18050, 9764, 728, 1366, 0, 25677, 232, 2228, 6391, 2592, 488, 8526, 77329, 248046]","It seems like your message might be incomplete! Could you clarify what you'd like help with? For example:  
- Need advice on a topic?  
- Want to brainstorm ideas?  
- Looking for information?  
- Or something else entirely?  

Let me know! 😊  
*(If you meant bathtub<|im_end|>",True,3795953152,6.878961214009905
138_common_gen_odd_count_kna_t2,138,1,odd_count,,2,2,64,6,375,373271689,common_gen,138,0,common_gen:validation:64,0,d3c0effa4c73df4dead5d4be7b5cf1fa0ef58d77be9f86e26f250bbbbad9528f,c8e4977268f53da6c5daadf37ede842383b8fe810b98c77c596b1355b77c3c35,success,,256.0,256.0,256.0,False,,model_loaded,12.513010196998948,0.3211497730080737,0.07735710000270046,0.39850687301077414,0.39850687301077414,256,1118,17703,6772309,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7981266869901447,xgrammar,0.6275156839983538,2.2864972520037554,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 2466, 883, 30, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 7785, 11, 5269, 11, 3712, 11504, 2228, 12, 357, 3296, 466, 3377, 488, 1144, 1438, 440, 30, 2228, 12, 23879, 745, 11040, 30, 18050, 9764, 728, 1366, 1204, 10017, 248046]","It seems like your message might be incomplete! Could you clarify what you'd like to discuss or ask about? For example:  
- A specific topic (e.g., science, technology, history)?  
- A question or problem you need help with?  
- Something else entirely?  

Let me know how kick<|im_end|>",True,3795953152,6.869746171010775
139_common_gen_odd_count_kna_t3,139,2,odd_count,,3,2,64,8,500,2089540959,common_gen,139,0,common_gen:validation:644,0,afc52e92ec0680370b9cb0c0dcc50f5a00f112723fa22aa1e1245d7fe939fe2a,4efac9593c7693b82479d7807ca947d0a3ff5153e9e85492ae4d29f03aaab5fc,success,,256.0,256.0,256.0,False,,model_loaded,12.372050297999522,0.3280317390017444,0.1202678650006419,0.44829960400238633,0.44829960400238633,382,2049,32049,16116503,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.814319550001528,xgrammar,0.6184682949970011,2.2752773679967504,12,64,"[2064, 4816, 1040, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 4191, 30, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 7785, 11, 3712, 11, 5269, 11504, 2228, 12, 357, 3296, 488, 1144, 1438, 34579, 30, 2228, 12, 23879, 488, 1318, 310, 12804, 89110, 30, 2228, 9764, 728, 1366, 6365, 248046]","It seems like your message got cut off! Could you please clarify what you'd like to discuss or share? For example:  
- A specific topic (e.g., science, history, technology)?  
- A question you need help answering?  
- Something you want to explore creatively?  
Let me know piece<|im_end|>",True,3795953152,6.949430388995097
140_common_gen_odd_count_kna_t4,140,3,odd_count,,4,2,64,10,625,1446895034,common_gen,140,0,common_gen:validation:513,0,9bdb41f76249c6f59fd385bdec629936e49553bf35432e20a0311cfde164c52d,fea22efd022ad78c8ecd54fbd584470ab95f0d25c1b477d4cc9aeca5eb9a7ca8,success,,256.0,256.0,256.0,False,,model_loaded,14.975443746996461,0.36912627999845427,0.16599757700168993,0.5351238570001442,0.5351238570001442,508,3228,50081,30425124,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.001366221011267,xgrammar,0.6480748550093267,2.2181203560030553,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 1144, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 7785, 11, 3712, 11, 12641, 11504, 2228, 12, 357, 3296, 466, 3377, 310, 11290, 30, 2228, 12, 23879, 11190, 318, 68, 1257, 2487, 4237, 11, 6498, 11, 5388, 248046]","It seems like your message might be incomplete! Could you clarify what you'd like to discuss or need help with? For example:  
- A specific topic (e.g., science, history, tech)?  
- A question or problem to solve?  
- Something creative (e.g., writing, ideas, dog<|im_end|>",True,3795953152,7.161630201997468
141_common_gen_odd_count_kna_t5,141,4,odd_count,,5,2,64,12,750,1077562839,common_gen,141,0,common_gen:validation:97,0,e2c59d33097854d3a306bf4f2f3648dbb9fdd1bb8a6fead1e8b7f652d0c9c2ca,e88923213b5d4401b3d2668f4f48de8bfb5cfc276fe09dd9f9e9f31da036aa8b,success,,256.0,256.0,256.0,False,,model_loaded,14.484828012005892,0.37284877499041613,0.21444701000291388,0.58729578499333,0.58729578499333,634,4655,72792,50442172,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8090575249952963,xgrammar,0.7430587720009498,2.205693413998233,12,64,"[2064, 4816, 1040, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 466, 8282, 314, 2647, 30, 2228, 12, 44241, 440, 4237, 11, 6157, 11, 466, 11190, 944, 30, 2228, 12, 23879, 745, 11040, 30, 18050, 9764, 728, 1366, 1204, 353, 628, 1761, 488, 0, 25677, 232, 3626, 248046]","It seems like your message got cut off! Could you please clarify what you'd like help with? For example:  
- A question or topic of interest?  
- Assistance with writing, analysis, or creative work?  
- Something else entirely?  

Let me know how I can support you! 😊 house<|im_end|>",True,3795953152,7.2003096920088865
142_common_gen_odd_count_kna_t6,142,5,odd_count,,6,2,64,14,875,393881581,common_gen,142,0,common_gen:validation:43,0,fdfc26098473f267fc2d8aaa4bbb4d92602ed894f1c7995c5c89d84980100410,b6289e2bcef4006d79522374a9781c957b5f51a92c6ff23d6c8230f0daff765c,success,,256.0,256.0,256.0,False,,model_loaded,13.36317718900682,0.35520069500489626,0.2674740750080673,0.6226747700129636,0.6226747700129636,760,6330,99437,76911647,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.78180731300381,xgrammar,0.6342709120071959,1.8798663300112821,12,48,"[2064, 4816, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 1144, 1438, 440, 30, 12757, 424, 579, 264, 3296, 11, 4374, 11, 3377, 94762, 11, 466, 1066, 264, 15855, 10125, 11, 353, 2688, 1532, 310, 7543, 0, 25677, 232, 248046]","It seems your message got cut off! Could you clarify what you'd like to discuss or need help with? Whether it's a question, idea, problem-solving, or just a casual conversation, I'm here to assist! 😊<|im_end|>",True,3795754496,6.737572400990757
143_common_gen_odd_count_kna_t7,143,6,odd_count,,7,2,64,16,1000,1407680420,common_gen,143,0,common_gen:validation:187,0,7238eda6c3a7c5747da4abae0428d59d7c2bef32d9f4569b1a357d742bc5dfc9,faf672cf94005558a6642944d0a8c63953e67a0b9a4687b152a2673ccd5cf4e4,success,,256.0,256.0,256.0,False,,model_loaded,13.134635349997552,0.3797905969986459,0.32424570599687286,0.7040363029955188,0.7040363029955188,886,8253,130016,110577549,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7838873129949206,xgrammar,0.6457078970124712,2.40480815799674,12,64,"[2064, 4816, 1040, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 310, 1366, 466, 4123, 30, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 7785, 11, 3712, 11, 5269, 11504, 2228, 12, 357, 3296, 466, 3377, 488, 2224, 3133, 383, 30, 2228, 12, 23879, 11190, 318, 68, 1257, 2487, 4237, 11, 6498, 5448, 248046]","It seems like your message got cut off! Could you please clarify what you'd like to know or discuss? For example:  
- A specific topic (e.g., science, history, technology)?  
- A question or problem you're working on?  
- Something creative (e.g., writing, ideas couple<|im_end|>",True,3795953152,7.398082714003976
144_common_gen_odd_count_kna_t8,144,7,odd_count,,8,2,64,18,1125,646014346,common_gen,144,0,common_gen:validation:277,0,fdf1e8bca1eed708fb1c7562fbaddefa1491cfe4892359aa0ab98a1718e7a3e7,dfd8b55deaec66be54737cb2aa2bc2d06253f53f3039cee1723b80064fc17c9f,success,,256.0,256.0,256.0,False,,model_loaded,12.530574350006646,0.36681627099460457,0.38448722299654037,0.7513034939911449,0.7513034939911449,1012,10424,164529,152183878,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8349722050043056,xgrammar,0.6428187989949947,2.2446732069947757,12,64,"[9419, 0, 1049, 4816, 678, 1876, 2597, 3799, 974, 13, 16018, 488, 4338, 3300, 777, 3447, 466, 4434, 678, 3272, 30, 1690, 3010, 25, 2228, 12, 8448, 488, 9859, 264, 3296, 30, 2228, 12, 3054, 488, 1144, 1438, 440, 264, 3274, 318, 68, 1257, 2487, 4237, 11, 10505, 11, 39664, 11504, 2228, 12, 2441, 369, 1017, 2414, 3050, 488, 4035, 1040, 310, 5091, 248046]","Hello! It seems your message got cut off. Could you please provide more details or complete your thought? For example:  
- Are you asking a question?  
- Do you need help with a task (e.g., writing, coding, analyzing)?  
- Or is there something specific you'd like to receive<|im_end|>",True,3795953152,7.221657229005359
145_common_gen_odd_count_kna_t9,145,8,odd_count,,9,2,64,20,1250,1614181515,common_gen,145,0,common_gen:validation:768,0,ecb2462605df499abc3aefb6fad354edb0a02ba11ae563a3e64369c2b9081cf5,57d200b4400f67b4daeb268423322a2fa283d2dad5a09c7e72a8b0ddb8552769,success,,256.0,256.0,256.0,False,,model_loaded,13.01820205799595,0.37483137600065675,0.451001292996807,0.8258326689974638,0.8258326689974638,1138,12843,204093,202474634,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.1711582010029815,xgrammar,0.6445112150104251,2.2027931659977185,12,64,"[2064, 4816, 678, 1876, 2597, 3799, 974, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 310, 1366, 466, 4123, 30, 25677, 232, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 7785, 11, 3712, 11, 12641, 11504, 2228, 12, 357, 3296, 488, 2224, 9859, 30, 2228, 12, 23879, 11190, 318, 68, 1257, 2487, 264, 3255, 11, 4374, 11, 466, 3487, 248046]","It seems your message got cut off! Could you clarify what you'd like to know or discuss? 😊 For example:  
- A specific topic (e.g., science, history, tech)?  
- A question you're asking?  
- Something creative (e.g., a story, idea, or food<|im_end|>",True,3795953152,7.59914750099415
146_common_gen_odd_count_kna_t10,146,9,odd_count,,10,2,64,22,1375,1871991577,common_gen,146,0,common_gen:validation:262,0,96f61e2586d48d3991c58ee152445cd06314ed42468d98463eafcc5cd7f337d4,9bd8d20abf5368e7f0a840072c6ae39f3a3eb9b2492ded56b5c32c98ba95078c,success,,256.0,256.0,256.0,False,,model_loaded,13.038689932000125,0.37339265999617055,0.5214745910052443,0.8948672510014148,0.8948672510014148,1264,15510,247839,262193817,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.070174374995986,xgrammar,0.6451196120033273,2.2133934529992985,12,64,"[2064, 4816, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 4338, 35932, 1092, 488, 4035, 1040, 310, 4123, 466, 2466, 883, 30, 1690, 3010, 25, 2228, 12, 357, 3050, 8282, 318, 68, 1257, 2487, 5269, 11, 3712, 11, 7785, 11504, 2228, 12, 357, 3377, 488, 2224, 4313, 310, 11290, 30, 2228, 12, 357, 3296, 488, 1144, 1438, 440, 30, 2228, 12, 14810, 248046]","It seems like your message might be incomplete! Could you please clarify what you'd like to discuss or ask about? For example:  
- A specific topic (e.g., technology, history, science)?  
- A problem you're trying to solve?  
- A question you need help with?  
- dance<|im_end|>",True,3795953152,7.584250006999355
147_common_gen_odd_count_kna_t11,147,10,odd_count,,11,2,64,24,1500,1936735672,common_gen,147,0,common_gen:validation:804,0,98287824a084857d3d8404e0593b52a9e4da3bfdc9267266081e241223fd0831,6c9e07518b0324da5e05d7b0e358cbbf2612beab246fd9533d328c5c40cdd1b6,success,,256.0,256.0,256.0,False,,model_loaded,13.062794501005556,0.3740860940015409,0.5949604049965274,0.9690464989980683,0.9690464989980683,1390,18425,295767,332085427,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8983330960036255,xgrammar,0.6475289829977555,2.1991251449944684,12,64,"[2064, 5686, 1040, 678, 1876, 2493, 381, 31084, 0, 16018, 488, 35932, 1092, 488, 4035, 1040, 1438, 440, 30, 1690, 3010, 25, 2228, 12, 357, 3296, 466, 3377, 310, 11290, 30, 2228, 12, 7831, 883, 264, 8282, 318, 68, 1257, 2487, 3712, 11, 7785, 11, 12641, 11504, 2228, 12, 44241, 440, 4237, 11, 10505, 11, 6157, 11, 466, 3977, 745, 30, 2228, 5888, 248046]","It looks like your message might be incomplete! Could you clarify what you'd like help with? For example:  
- A question or problem to solve?  
- Information about a topic (e.g., history, science, tech)?  
- Assistance with writing, coding, analysis, or anything else?  
 hands<|im_end|>",True,3795953152,7.461385339003755
