job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256
010_common_gen_kth_last_k17_t1,10,10,kth_last,17,1,2,65,19,958,480605786,common_gen,10,0,common_gen:validation:622,0,ce8597ef72b9468bb6881dac64b571804b3adeafd279f05e4aba39763f303452,a5049350686d62365ffb3891f0f02e66df19ef5416c2394f7885881f4012bbea
011_common_gen_kth_last_k19_t1,11,11,kth_last,19,1,2,65,21,1010,325908543,common_gen,11,0,common_gen:validation:455,0,131821432a971baa3146c24f0c4fd6d996f5c91a6d2294ae49c2ec6de495b529,1a7ae914cc42228646169925bf59b8aed577da5147ba8944abb07875488570b5
012_common_gen_kth_last_k20_t1,12,12,kth_last,20,1,2,65,22,1033,1119897319,common_gen,12,0,common_gen:validation:594,0,60bdbecd292acc1f80870670d75b0b35d84e05795cff5565344ee62121bb3e7b,70b9e755d549dbbb4208e53fc556c3bcdb39039dce8a653829ea740441ae7205
013_common_gen_kth_last_k22_t1,13,13,kth_last,22,1,2,65,24,1073,1599240223,common_gen,13,0,common_gen:validation:249,0,7ce0a55ff84fe54893388d575e703de2650e814de9359bbd8e9fd0d8039b07c9,10c3e9f2161856d74f2bd5bec872b9f24e12c45a1be6d293de816c0b7b4fb604
014_common_gen_kth_last_k24_t1,14,14,kth_last,24,1,2,65,26,1105,1243071568,common_gen,14,0,common_gen:validation:641,0,45e4b39d978385fe33caf748dcb2810f69b8f42f5afaec5f21f26eb10174076b,344f3888d237b2e705f612317c2a847edf11d3b44a23bcfea1acf15e603a818a
015_common_gen_kth_last_k25_t1,15,15,kth_last,25,1,2,65,27,1118,2013217008,common_gen,15,0,common_gen:validation:162,0,c7a05cb279b88aa7b1791b3664948171daa034e4e63f3038697a5c474e88d382,2e85cd349af003b3d9017b8f6d296d4c651ae210b8298d809e182e3e0f8353ee
016_common_gen_kth_last_k27_t1,16,16,kth_last,27,1,2,65,29,1138,1151954601,common_gen,16,0,common_gen:validation:969,0,6bad0a0c0cab9d4fd5b17ea8e4339715b42651ef5aa770f7d8d00b811bd82ec5,b1165f7f8d7b8a1baf09a4c5c1ff5d84624174aa76830e2e257cfcbcb5c1abb9
017_common_gen_kth_last_k29_t1,17,17,kth_last,29,1,2,65,31,1150,198980999,common_gen,17,0,common_gen:validation:461,0,fb71c45e4da3db1bf163bad27eb450105eacb6d44523b41660b1c525908d945c,8c1f86f1be2a72e29177b5921ea68ee92175cebcad9326af15cfcc709b17050b
018_common_gen_kth_last_k30_t1,18,18,kth_last,30,1,2,65,32,1153,2080759986,common_gen,18,0,common_gen:validation:573,0,99cc08831a77ebb30392846d766ce0d1a0a1ad40dcdbf37af7db37a6cc89cdaa,a45f4240746b0d4ab37ceac4038f7bdf92268d65c3e089e30938ccb9464ceb7f
019_common_gen_kth_last_k32_t1,19,19,kth_last,32,1,2,65,34,1153,271166055,common_gen,19,0,common_gen:validation:605,0,91942b26e089be5db715fa8c87b0e4aa3ccae001e397dd5603e21c486fa051e6,23cb9872581abfad46c873d04f8cbde24635234cdde1f87c6a9b276d707d054c
020_common_gen_kth_last_k33_t1,20,20,kth_last,33,1,2,65,35,1150,841196441,common_gen,20,0,common_gen:validation:170,0,727aee25181f77ea0cd236b49e704a060314af8a7e38c2b266500bcc10e007d5,85dc9c2587d9f34f08aead54e1455630eec0b6c3b4c15374baa4cf10118f4cfa
021_common_gen_kth_last_k35_t1,21,21,kth_last,35,1,2,65,37,1138,1035774792,common_gen,21,0,common_gen:validation:767,0,93a69ee4d1413de8cbdc140c9dd55026dd04b793c826dc87d72d6b3240f84b3d,f303aaa48745728450387a4ef0f2384bf4c65b008bf0845967c80d84e2d78115
022_common_gen_kth_last_k37_t1,22,22,kth_last,37,1,2,65,39,1118,542830063,common_gen,22,0,common_gen:validation:5,0,ea8b047b24942c7b294d8b6434465446148664034d653bb48ab2dd1493037689,de3728cd53ac60ad6655a881df19e12a1a07f290643126652bf7e59b983cfc5b
023_common_gen_kth_last_k38_t1,23,23,kth_last,38,1,2,65,40,1105,2060478371,common_gen,23,0,common_gen:validation:60,0,6282fa17bde2f3320abf1a435e22d1ca60200365d1e8fd27b5352ece764658ba,cda6668b4a7675766e40ada79dd047f1de1992738df47e05c3d0090d2c321122
024_common_gen_kth_last_k40_t1,24,24,kth_last,40,1,2,65,42,1073,2069810451,common_gen,24,0,common_gen:validation:407,0,c6466a8ae9b8b6f72012c5d942facac3d7c5b223f76864c4193259cafa1371b1,30b11d8948a0ba53534fddafcd4e4864f0a39d2d824648851b1526a38a6f5407
025_common_gen_kth_last_k42_t1,25,25,kth_last,42,1,2,65,44,1033,376522771,common_gen,25,0,common_gen:validation:68,0,fe675e9ae6d9cbe4b418ae0245938fc51152f14d99fd115c6daa137875b66580,20d7dbb51fcd299551e32fe2d8630015288d7ac317944121e01403b279ade73a
026_common_gen_kth_last_k43_t1,26,26,kth_last,43,1,2,65,45,1010,881983928,common_gen,26,0,common_gen:validation:273,0,6350121bfb6ae3edc725b05efe8e63fd7482f858ae42b05a6cb907f65aa62c59,fc650c25e56a38a2ee8787a8566233a0ddc4f0a0eb0d2320b2b4f6f251bc1a5a
027_common_gen_kth_last_k45_t1,27,27,kth_last,45,1,2,65,47,958,1867340357,common_gen,27,0,common_gen:validation:264,0,d43a1750daf17422c91895807d8bc882d7bdaf7fdc5660da67e2d96b1c19455e,ab79239e6e2c9ae88f11a3746a73f8c9f06ada4819825d7825f3ec2a0fe9bd2c
028_common_gen_kth_last_k46_t1,28,28,kth_last,46,1,2,65,48,929,1538777945,common_gen,28,0,common_gen:validation:476,0,be4159e2d9cdac81e662cbb18c61b0ca11c7ee9344ffd91eb42b2366f9d5828c,9972d6c625ef2e8c2dc807ea5d676ea2341d2895ce894158008cd639aaa90b5d
029_common_gen_kth_last_k48_t1,29,29,kth_last,48,1,2,65,50,865,1569705894,common_gen,29,0,common_gen:validation:426,0,329d84d0818cb93476f7a148229601918a3c0c976ea37836ee554b953c31bcc3,a2acfc843a3aa09452bfc4105050d86741484e0b16b05594db5c996bac5c6020
030_common_gen_repeat_after_k_k1_t3,30,0,repeat_after_k,1,3,2,65,6,439,940907085,common_gen,30,0,common_gen:validation:179,0,79493e73c16204fd4f11fb0eab6bd33756927cae390e1213f380261c2f9f19d2,2478491a0522e834cb1f18353da2b75f587aa44c21e8f2edef26a5647953fe59
031_common_gen_repeat_after_k_k2_t3,31,1,repeat_after_k,2,3,2,65,9,618,74405207,common_gen,31,0,common_gen:validation:71,0,4e54e080b9b92e9bdb0809226195f32b15a2de1dd8526b36b6ae9d1e68f67ba4,879917f2ba9a98e9d1b1edc2edefa9bc10d0ebef4586b8162b03c74f186cccdc
032_common_gen_repeat_after_k_k3_t3,32,2,repeat_after_k,3,3,2,65,12,791,223376720,common_gen,32,0,common_gen:validation:985,0,7b75240834c446322e307fe207f300ca0aed6b55025d7f0eefd1a327a4457758,0b4ce0c0600d1f46ae307c55c37823287954e0f9687b993430ba77560b98a4fb
033_common_gen_repeat_after_k_k4_t3,33,3,repeat_after_k,4,3,2,65,15,958,1397433216,common_gen,33,0,common_gen:validation:692,0,23c07839609a4c2202ca28ba581d3843373869f21b1e8f4f1630b5a83c0b1d7d,7dabe1135c630c7edbb20715a9624759048e18690029df4dd5049b600218bf50
034_common_gen_repeat_after_k_k5_t3,34,4,repeat_after_k,5,3,2,65,18,1119,1313394347,common_gen,34,0,common_gen:validation:186,0,e68350e9810978c6281f3a0d296a02bfdb7990f377ebd8d776fbf84f00f65064,e758c5371abda40c86b4783e12f3d6ce90bd605ae58e32f16979ded634181757
035_common_gen_repeat_after_k_k6_t3,35,5,repeat_after_k,6,3,2,65,21,1274,208501510,common_gen,35,0,common_gen:validation:242,0,7a7ab8bc7d83696e76f416ef7fb9fd85461681cabd6db89e9347e91a5c393e70,aead26d35231c330ca680c76db7957bf860e93607772db3a87e165827af891c9
036_common_gen_repeat_after_k_k7_t3,36,6,repeat_after_k,7,3,2,65,24,1423,1595580074,common_gen,36,0,common_gen:validation:77,0,331df57f76bd305325a7f2b247981828e56f8e50c787f9df4e8fcaf5a946f95e,04e84592fc91e3aff148acb237e1dc9dda82832f8d43ce949be8c27161bbbb24
037_common_gen_repeat_after_k_k8_t3,37,7,repeat_after_k,8,3,2,65,27,1566,637249660,common_gen,37,0,common_gen:validation:299,0,4411bf88f6f35896b11651591793059ca0cf6562ccb7bc940688e53cb5d84c0c,5f1fa196593acd9c81ccb10f35bace521b9dfc6d04341e1634892346069597bd
038_common_gen_repeat_after_k_k9_t3,38,8,repeat_after_k,9,3,2,65,30,1703,675906945,common_gen,38,0,common_gen:validation:879,0,fd527784d4f3c8c8a4abba1e5acf789e7d3aa664788ff095af05fcc89a094558,5f5bac6faf698017e925b7c741759384c7a0560caaba53bd3210ee3eb45faaf9
039_common_gen_repeat_after_k_k10_t3,39,9,repeat_after_k,10,3,2,65,33,1834,1009292424,common_gen,39,0,common_gen:validation:789,0,65b252ab090f261362c589b982f598bb3af9b3b2cab92aff88647f4edbc263dc,476cc9f7a849b3bd88cdaec63144adcc93149d7c1f90cf3b1bc581204bcbf18a
040_common_gen_repeat_after_k_k11_t3,40,10,repeat_after_k,11,3,2,65,36,1959,2144758566,common_gen,40,0,common_gen:validation:144,0,26f09c40c80afdde1dd9842bdc7427cd94aa0dd535cbfd3362d576074d1de798,9fc9a608a86fac6aa2baa96bc8d86da973cfb550d175f3814dbdeda709c2a0cf
041_common_gen_repeat_after_k_k12_t3,41,11,repeat_after_k,12,3,2,65,39,2078,112594980,common_gen,41,0,common_gen:validation:62,0,255f0be902895e2b306e867ee2e3b3fd28c66ada580d626e9b9b105ce8d7f812,2bff6a6e98479a0f7bc0d7c493befeaf463b50c6d5d42f0a8d209af64cbd6cca
042_common_gen_repeat_after_k_k13_t3,42,12,repeat_after_k,13,3,2,65,42,2191,1298467098,common_gen,42,0,common_gen:validation:189,0,7683c4188e1402afabc7b7ff94ce1acb0117634dab818be5317b6c1ad1a6adfc,232eff3be74f0e61fa249c746618e458ef57833f029e92e225308d0d8b2ca23a
043_common_gen_repeat_after_k_k14_t3,43,13,repeat_after_k,14,3,2,65,45,2298,1823450284,common_gen,43,0,common_gen:validation:551,0,c664be512708375b37adbcb49f76ef4fe93811207f6c981701b6574961271967,915ee1eb030ac401a009c519762a6fc47f5decf11c102df7ab35ae7467cffaa1
044_common_gen_repeat_after_k_k15_t3,44,14,repeat_after_k,15,3,2,65,48,2399,1198539203,common_gen,44,0,common_gen:validation:659,0,fd2fb45c7b00a122805700231500798fbf2a67cfa6857e318a830003dc8c1c76,60f0319ac88db62741ac153997296e0da14551d08236992f53236ba2f793e50c
045_common_gen_any_token_at_least_k_k3_t1,45,0,any_token_at_least_k,3,1,2,65,5,370,37439562,common_gen,45,0,common_gen:validation:658,0,cc3c888f5ca620a210479a74355b3cdbf58a9d2c7f8c25e6de1f151c2965dc54,55125943c5cfd0a19ba7b9aee88ca173247c724c96c4068d1744c56fc8c7b75e
046_common_gen_any_token_at_least_k_k3_t2,46,1,any_token_at_least_k,3,2,2,65,9,555,1903573988,common_gen,46,0,common_gen:validation:133,0,d1e76bdac9fdd4ae55c2e4221a162380e8e018ef9fd824de2f3067b4722656ca,b3174cf3d4d02cdf66bdcaa355ec76e744c112f278e5fb0d5fc966c48e82f0ae
047_common_gen_any_token_at_least_k_k3_t3,47,2,any_token_at_least_k,3,3,2,65,12,740,314449602,common_gen,47,0,common_gen:validation:450,0,bcbaa5503b7f5b94f6779e7bc478a7aebad64529d20e00479d59477d9d20f74e,fc0391e4544917ae3256008d137c161e5ee36e4392be74e3e714af82f34a4443
048_common_gen_any_token_at_least_k_k3_t4,48,3,any_token_at_least_k,3,4,2,65,15,925,233223876,common_gen,48,0,common_gen:validation:511,0,baa6faca03f1d5e39c5aba845e8a3c3399c8f27f8fc011a933f3be1b9c2b8064,802d88ecf07bcf22147c3fd639ebde33df4929501519c8e1639d7d00e82ae2cc
049_common_gen_any_token_at_least_k_k3_t5,49,4,any_token_at_least_k,3,5,2,65,18,1110,787705423,common_gen,49,0,common_gen:validation:138,0,146dcc428067b26ecd32cd3fb8179b6d068614be4aa426c9c1008872d03113d1,e52110210fb6ad8044e9990a5dfbc8d4332d498206d85eb6759487d45296d1bf
050_common_gen_any_token_at_least_k_k3_t6,50,5,any_token_at_least_k,3,6,2,65,21,1295,1795740898,common_gen,50,0,common_gen:validation:973,0,e20bf9e4e293982549496b8c77a6bdb8001a40406fd18366e0c2ef1798386c69,5d138183849a3dfb05d1f02135e6ee52c38f845c0e03bd20d5c814fdc7bcb8ed
051_common_gen_any_token_at_least_k_k3_t7,51,6,any_token_at_least_k,3,7,2,65,24,1480,811910745,common_gen,51,0,common_gen:validation:978,0,aa79d1c86c402e8ec990c2b967c3159461d4203492f94e23b5e170a59a13832a,caabf05785186879117ee1772f64ba472cc555bad5346a53d954b332fc935148
052_common_gen_any_token_at_least_k_k3_t8,52,7,any_token_at_least_k,3,8,2,65,27,1665,1041751815,common_gen,52,0,common_gen:validation:342,0,7fd752e082bef14518d8895c915fe84663e11906c372ae6d2f8ac7fe66f523eb,3fe19980db3dd24d4db1a54dcd31ee53c8799e80f8d35ac5f983778f929f1bc5
053_common_gen_any_token_at_least_k_k3_t9,53,8,any_token_at_least_k,3,9,2,65,30,1850,706602038,common_gen,53,0,common_gen:validation:730,0,37d1f1ef5e27d85f60fa3f5c0a920272301f7c5012baa17a6a0f420a0a863307,5255ba6fc7b038f11e0871cac21147075853e7b7bb1bd36fbe1966959a778606
054_common_gen_any_token_at_least_k_k3_t10,54,9,any_token_at_least_k,3,10,2,65,33,2035,1733019061,common_gen,54,0,common_gen:validation:773,0,573ca9bf0c878392223367317a41504db6983ca57b2b99ff5beb2a0681633504,956f4cbea3bc2371c91f8ec88f0cbfede5d19f22de9bf9bdc12fc63fb75dde0b
055_common_gen_any_token_at_least_k_k3_t11,55,10,any_token_at_least_k,3,11,2,65,36,2220,769030786,common_gen,55,0,common_gen:validation:163,0,ce3610d9210179e6e877a90e977afba22363ec496f6425e7436b511c6a846418,4dd014f86f60a7fb5c441b47549f721aba904415f2dbc5af8c6044ab196e7c02
056_common_gen_any_token_at_least_k_k3_t12,56,11,any_token_at_least_k,3,12,2,65,39,2405,1602948389,common_gen,56,0,common_gen:validation:800,0,3b79aeb58c01c4b79afd777b5b0723ee9bacbeefbd2b219f9dd8f4ac1dbea19b,3f630e9e294de5dd93b0c96f48e5ba5edc347a1f05d9c116526982d6ce8b08a6
057_common_gen_any_token_at_least_k_k3_t13,57,12,any_token_at_least_k,3,13,2,65,42,2590,1976454131,common_gen,57,0,common_gen:validation:909,0,0af4d1e328989d8d1607d8a7dd843e115dcd22c0a9ab9a20c5208f1d8c467408,0356429eef76f774318364dc12fe5bf8db45fd543dac11e8aff8ee56eb41001e
058_common_gen_any_token_at_least_k_k3_t14,58,13,any_token_at_least_k,3,14,2,65,45,2775,2080991682,common_gen,58,0,common_gen:validation:207,0,390d980777e2ba37a98617a8b6cc1a0adebad5645d1dbfd902369a69d3a37349,3e268ab5358cec16b959308711b6a4a1a39821989def192d401215e56352d032
059_common_gen_any_token_at_least_k_k3_t15,59,14,any_token_at_least_k,3,15,2,65,48,2960,1841475802,common_gen,59,0,common_gen:validation:676,0,cfa50925efe13f03799f5a47774420b17f9adf8b121346455d858d9cf5736109,a693ab5aed14f5433cb6f307eef3e8b96561020946c9f348e5f2b3bb457dda3f
060_common_gen_exactly_once_kna_t1,60,0,exactly_once,,1,2,65,3,254,416014672,common_gen,60,0,common_gen:validation:248,0,21aa70b109994d707087f2697082408cd15ad210bdf8512702d02e0425cf8cb5,655264008358ae43398c7c56ffd4618f26d560c530c6194836f066b219b1e713
061_common_gen_exactly_once_kna_t2,61,1,exactly_once,,2,2,65,6,381,646475569,common_gen,61,0,common_gen:validation:899,0,74a0766df5f4586f74f6c1c2b5384240c022e824d9735dc2c1c21bdc7b27cd9b,fc4a513394bcad33a5584497a818a0ca89134cdead4c5aa74320e3a5db6d3e2a
062_common_gen_exactly_once_kna_t3,62,2,exactly_once,,3,2,65,8,508,602052025,common_gen,62,0,common_gen:validation:478,0,a2eb7a91e98a5c5585f5ab3d78c7f6fac33fb789172e60c94668d5cc9ff6a123,e60439546454fdee941c08d426d5b2df3bb3ac2db7c9207a64c5016e0a853b97
063_common_gen_exactly_once_kna_t4,63,3,exactly_once,,4,2,65,10,635,517028796,common_gen,63,0,common_gen:validation:900,0,dc8c53f8a60d3fc7fd72530d5e441c986dc99c24eae67a998fb423f095500777,0dc09bd0ee438c95935fb381862c9419bad45281249f9f4098d62d1d762437fc
064_common_gen_exactly_once_kna_t5,64,4,exactly_once,,5,2,65,12,762,487164686,common_gen,64,0,common_gen:validation:206,0,c74d6453b775d16e4ab6c9684411efd8166c0ad0a5e112b92a654814144a5e79,57664f1a42aa3fcd0f0a44a00de44971b572262bb1c43038a08768dfa4f65f0b
065_common_gen_exactly_once_kna_t6,65,5,exactly_once,,6,2,65,14,889,1890148514,common_gen,65,0,common_gen:validation:395,0,b39172dc46b93e66b5dc96c8727ed9ed2697feeb024b0a77d47dcae883a43ec1,09b779f82cc08fbe21acad33ee01fd979b7bfd68c16af80f338064cd80836683
066_common_gen_exactly_once_kna_t7,66,6,exactly_once,,7,2,65,16,1016,148789456,common_gen,66,0,common_gen:validation:597,0,0ac7f205ce58fd43fd2a799f2ae32e728de56e5b8be014659354068ae66ad82d,aebb0a0ce465b8061d553ceaab4198e7d72fa703dfe273a397b93b506d86081c
067_common_gen_exactly_once_kna_t8,67,7,exactly_once,,8,2,65,18,1143,1089310040,common_gen,67,0,common_gen:validation:877,0,6ccf249646e407a39f1c44d43bd296f6043763e8682a95790366f68579d6ed5b,6c9c7de6a903da4c59884a00aa4af1c9d882f5aa2657809c8e2f0dc3a2e98c1e
068_common_gen_exactly_once_kna_t9,68,8,exactly_once,,9,2,65,20,1270,1146107903,common_gen,68,0,common_gen:validation:316,0,d488f7d029acc2b0404a064bdb280f5d63fc5b88b38ed94458c38799c37ebfc2,83fe92f4a51989be2ac3890dbad0b0f3cf4935491974817580510dce0a2f4183
069_common_gen_exactly_once_kna_t10,69,9,exactly_once,,10,2,65,22,1397,887465423,common_gen,69,0,common_gen:validation:675,0,2c34b5b1f9f815ae85e4e47047bd99daa152530c8856e9b5e6fdb0bf2777f708,f2f9f972c852a4beec307b43f316ecd81716d7cedcbcec64c5365b2b68d31bb1
070_common_gen_exactly_once_kna_t11,70,10,exactly_once,,11,2,65,24,1524,1603901595,common_gen,70,0,common_gen:validation:744,0,cab4b87b14dc4a464bb5e9915a33dd59a3957877768360c7b3e14b696da1f99a,ebc94c49e3d2b721fbc8298a1494ed99cb5b22ac3cd850321f55732116fdf797
071_common_gen_exactly_once_kna_t12,71,11,exactly_once,,12,2,65,26,1651,1294496675,common_gen,71,0,common_gen:validation:863,0,4b677add50a1963a966e4987520f72545a6cf02e6a506e6b9dfb0507f4f9d90c,911a207b6fb2e207ef684bfff791495eab6f5452d06f0c94b8e5e68d15c6294d
072_common_gen_exactly_once_kna_t13,72,12,exactly_once,,13,2,65,28,1778,1229933557,common_gen,72,0,common_gen:validation:825,0,5e1ade0389444cfaf73b3d7c9ee95d5f70686ceec5217f301380f2c594929c75,9cf1162fad3d10ea20a4e8897f46179980ea6aba3b588e21543b3d8f8b38ecbf
073_common_gen_exactly_once_kna_t14,73,13,exactly_once,,14,2,65,30,1905,1110274429,common_gen,73,0,common_gen:validation:549,0,157ba6a37c930379debbe3f0e9a5410f5fbb5c7b9ca87a8c97ecfb05c10093a3,74b2f9a0f9dd3d697d04904ddaa3b6f66ab93a1457645b7b250a7b619776f9a5
074_common_gen_exactly_once_kna_t15,74,14,exactly_once,,15,2,65,32,2032,646630876,common_gen,74,0,common_gen:validation:781,0,4c9d67c1f4511ce1b854e6e02c37327bfb0960ef548d5da3baace6ebe4e768ad,52a5819f3fdcb53070499d792de77dba2f44e4fe898716f266c71c62cf6a6611
075_common_gen_exactly_once_kna_t16,75,15,exactly_once,,16,2,65,34,2159,408820454,common_gen,75,0,common_gen:validation:912,0,935fe531f0e00b2eee17f75478541e83d75c1cbb863f6d66ccc61ce643eb58e9,5f8148308b9b3b3a8404e2fa5040a3e7316082202d196a6aa881c78e0421a088
076_common_gen_exactly_once_kna_t17,76,16,exactly_once,,17,2,65,36,2286,1260374623,common_gen,76,0,common_gen:validation:122,0,cee5f504a36ac4ba1a0a23586383689a323bda62fac56e108e1033c5cf4be2f4,3d85d6ac5140bccc283de4a81f978e14dd6224562e085805de93d1136ecbcfa4
077_common_gen_exactly_once_kna_t18,77,17,exactly_once,,18,2,65,38,2413,1300087101,common_gen,77,0,common_gen:validation:739,0,234c700cadf7fb3e85d52d8db46c1d1009f2f95c8fd396f87ad506d0e88145e8,9183725ea29043714b109fc11147803c271c0c68cef90cef376009b09224808a
078_common_gen_exactly_once_kna_t19,78,18,exactly_once,,19,2,65,40,2540,836412328,common_gen,78,0,common_gen:validation:853,0,6153e8ad2da36ef3beec10fd00c749cb8fe7de7203c815e79581ba866adf17b3,39c93baa1f867a9b901a5ffd356e0fcea6676110d3e1c58bd6f0c6d20975a3d9
079_common_gen_odd_count_kna_t14,79,13,odd_count,,14,2,65,30,1905,857176652,common_gen,79,0,common_gen:validation:708,0,d5b1596ba757da526dd27beecfd6654324e2409e88f8e80f3f4efb7a340e6f61,5d4c1c1cfcc6ecf9f75559f211bc7b77a94e32594047a879e87e21a96f3d7374
080_common_gen_left_not_right_kna_t1,80,0,left_not_right,,1,2,65,5,313,824386362,common_gen,80,0,common_gen:validation:327,0,d110580d3cca56381bd449529bd9bca547ba9257caf2eb9bc3d430446f878c4b,8ff7a9559b79cced24f01200fd17e1315a358b9be01eba90b5a249bc2cd424d2
081_common_gen_left_not_right_kna_t2,81,1,left_not_right,,2,2,65,9,501,653345694,common_gen,81,0,common_gen:validation:954,0,64b5b003f538ac422a4db2241896c7ef536d6dac306b3899bab200e1422186a9,729eb47778b92272619a3e6e48a5d092de938405273fadf68ac295d8ba806d97
082_common_gen_left_not_right_kna_t3,82,2,left_not_right,,3,2,65,12,689,349216165,common_gen,82,0,common_gen:validation:24,0,df9e1796b5c43e08fa7b174f8623b2002e298fabb6d5b4bf014a05cc7911802a,2f4d35285885bcd4030b83d4aaeb4511e156b4e9a555730a9bf1758f99c35334
083_common_gen_left_not_right_kna_t4,83,3,left_not_right,,4,2,65,15,877,1598761772,common_gen,83,0,common_gen:validation:275,0,24f7ff4da84c24f8d8c541bb124d366318be022b183e90fcdf2117fcfd58e31d,3b55ab987d65f79636ff6d741ce7f4aac2ec6890b7938232e5612d60ebc8e186
084_common_gen_left_not_right_kna_t5,84,4,left_not_right,,5,2,65,18,1065,1997771556,common_gen,84,0,common_gen:validation:390,0,f7df5dd568b321b2c180ff24ea39666e0ec99e671b21fb2b3d52dcc1a495ace7,c2850aaf8185e68ab24255cef6f106e20373f9f9d112928adfb77667ee5e89d4
085_common_gen_left_not_right_kna_t6,85,5,left_not_right,,6,2,65,21,1253,1853355359,common_gen,85,0,common_gen:validation:687,0,968a6e7502cb049d212f527edc50615d8fa3293088169aaaac4b0228096b2e0e,ea4b25841370e3d758a3ede9f982f7f405a8da63ed35b46b725418fe0a304379
086_common_gen_left_not_right_kna_t7,86,6,left_not_right,,7,2,65,24,1441,1258226968,common_gen,86,0,common_gen:validation:548,0,ed68475bfa08384c3bb8f43a006eca0eb28e04fbe574676272b57aec4744b60a,8d29c1c55f6cdbeb59af24d1fa129b32f16c4b640262f882c21a155a4ef1f2f7
087_common_gen_left_not_right_kna_t8,87,7,left_not_right,,8,2,65,27,1629,1376487332,common_gen,87,0,common_gen:validation:429,0,009727ff57f554a15eec87e8591ae37b07e1dd9b8f8f6f285260ad9560e88252,5bd3ed89be8c786b04e2a969d9b1f5d1e32135b5657f97adfc454e77e6570b90
088_common_gen_left_not_right_kna_t9,88,8,left_not_right,,9,2,65,30,1817,1200502723,common_gen,88,0,common_gen:validation:793,0,d55a0a1d969857c52ea4dc80d8c40a31e7e44fb5282c656aaa494740937b157f,f8d24403e659839eb347c367be585690ba440ba3cc3b22e7e35232be8900c01f
