job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256,status,failure_kind,timeout_s,precompute_timeout_s,generation_timeout_s,timed_out,timeout_phase,progress_phase,worker_subprocess_runtime_s,grammar_build_runtime_s,compile_runtime_s,xgrammar_precompute_runtime_s,setup_runtime_s,grammar_rule_count,grammar_edge_count,grammar_bytes,compiled_grammar_memory_bytes,model_vocab_size,initial_mask_audit,model_load_runtime_s,method,tokenizer_config_load_runtime_s,generation_runtime_s,prompt_token_count,generated_total_len,generated_token_ids,generated_text,valid_generation,peak_gpu_allocated_bytes,worker_total_runtime_s
041_coauthor_repeat_after_k_k12_t3,41,11,repeat_after_k,12,3,2,64,39,2038,58019007,coauthor,41,0,coauthor:creative:05a000131fc642f7bb20b62bb20a326e,0,852abadd1472705bd23ab97f983b4c7a244eb60ab483ff0a84b74eec54d8297a,4453a9b89d7345fdccc3c0c503b4ce1e65302ee92b170c67bd9d5714153ffcb9,success,,256.0,256.0,256.0,False,,model_loaded,12.976875612992444,0.3690987879963359,0.6559647770045558,1.0250635650008917,1.0250635650008917,1944,9272,163851,370717396,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.761100710995379,xgrammar,0.6450176069920417,2.200087530000019,169,64,"[1919, 3354, 264, 7975, 3018, 383, 61038, 11, 1332, 1396, 2594, 557, 21146, 12244, 264, 328, 8128, 286, 64317, 17576, 1, 421, 77627, 836, 2528, 310, 14418, 22351, 11, 70025, 20329, 11, 321, 15751, 33681, 13, 271, 623, 279, 1844, 25165, 11, 3750, 430, 279, 328, 38, 87149, 387, 8371, 7995, 1288, 37919, 1362, 4517, 25910, 4802, 11, 1345, 303, 279, 5445, 7995, 248046]","This created a society based on tiers, where every parent was instantly assigned a ""Parenting Efficiency Score"" that dictated their access to premium toys, gourmet meals, and educational workshops.

In the top tier, known as the ""Gilded Paws determine,"" fathers could enjoy unlimited resources, while in the bottom determine<|im_end|>",True,3797889536,7.439771339006256
042_coauthor_repeat_after_k_k13_t3,42,12,repeat_after_k,13,3,2,64,42,2148,1231373916,coauthor,42,0,coauthor:creative:9c8cd9880da74366ba28673147d87d34,0,858ea506928c8b55df7caaaf3349ca80cd1577e192009ee2f5939215316540df,5e2a64222242fe9a3202735fdaa7e229a2d902311de45fbbb8daf82271308073,success,,256.0,256.0,256.0,False,,model_loaded,13.065959228988504,0.3651939429983031,0.7046999169979244,1.0698938599962275,1.0698938599962275,2056,9840,174123,414947896,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8060665109951515,xgrammar,0.6359301040065475,2.267023146006977,235,64,"[1596, 19577, 303, 264, 24580, 524, 2944, 494, 1332, 567, 11815, 11, 279, 20513, 314, 279, 829, 12, 7705, 704, 6, 28163, 12215, 539, 264, 3238, 11, 27264, 505, 2696, 421, 9047, 310, 343, 41670, 303, 1004, 1546, 24066, 13, 561, 3594, 4613, 557, 11702, 440, 264, 14457, 11, 6121, 4649, 11, 89093, 2094, 279, 25374, 1040, 264, 5214, 15133, 13, 271, 6121, 248046]","We gathered in a cave not far from where we lived, the silence of the pre-aliens' invasion replaced by a low, resonant hum that seemed to vibrate in our very bones. The air inside was thick with a strange, dark energy, swirling around the stones like a living fluid.

 dark<|im_end|>",True,3803579392,7.607129805008299
043_coauthor_repeat_after_k_k14_t3,43,13,repeat_after_k,14,3,2,64,45,2252,433656339,coauthor,43,0,coauthor:creative:92108d50d38647278d97f96a4364e9b1,0,e7cad216c08a2859e0528ee790b4442c4a18b65749586a4199469b334ca48e55,917fb958d43765a9ae3fee27e3bd182714f65bcbff14b3757a82d411c4a91623,success,,256.0,256.0,256.0,False,,model_loaded,12.87879436199728,0.3888621580117615,0.7511060739925597,1.1399682320043212,1.1399682320043212,2162,10378,183855,459108037,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8135510369902477,xgrammar,0.6492603109945776,2.190443752988358,318,64,"[4888, 17230, 13, 271, 760, 47077, 4062, 728, 440, 279, 5176, 314, 264, 6745, 11894, 13, 353, 995, 978, 5214, 821, 4307, 2199, 430, 279, 20413, 44495, 314, 821, 1765, 6925, 11, 93338, 6818, 494, 2414, 421, 557, 9671, 310, 381, 264, 36561, 11, 1132, 310, 1423, 680, 16383, 1605, 36561, 13, 2921, 6764, 5532, 914, 1066, 449, 10872, 6851, 26, 551, 16383, 248046]","My dad.

The realization hit me with the force of a physical blow. I had been living my entire life as the silent guardian of my own safety, shielding myself from something that was supposed to be a nightmare, only to find out confrontational nightmare. My father wasn't just an authority figure; he confront<|im_end|>",True,3810614784,7.611322406010004
044_coauthor_repeat_after_k_k15_t3,44,14,repeat_after_k,15,3,2,64,48,2350,1567105984,coauthor,44,0,coauthor:creative:642f60be7fc54530a6b80ad4bd7fb6d9,0,645d9213683468851160d49fae197f40fd47c32a5ac9a04938bd13461f2dae5f,42e79b424da6ba338b2881a1d4323457e24f26fe5a1d635ba9084ed7aad53eb4,success,,256.0,256.0,256.0,False,,model_loaded,13.284124329991755,0.37160949999815784,0.7905059810000239,1.1621154809981817,1.1621154809981817,2262,10886,193047,502819378,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9023394660034683,xgrammar,0.6347632660035742,2.186430145986378,308,64,"[760, 18387, 59939, 1024, 1901, 11, 9077, 62241, 806, 539, 279, 11808, 579, 10647, 25212, 494, 12501, 4687, 310, 264, 4204, 2902, 3814, 13, 328, 48503, 11, 413, 488, 599, 264, 2902, 4125, 11, 12752, 914, 488, 1066, 1831, 264, 1834, 974, 466, 8238, 264, 59302, 30, 16175, 513, 1496, 364, 264, 7410, 11, 321, 411, 1076, 411, 369, 632, 63567, 1149, 16175, 248046]","The reporter shakes her head, clearly baffled by the CEO's sudden pivot from corporate policy to a personal family visit. ""Sir, if you have a family issue, shouldn't you just take a day off or consult a counselor? expectations are high for a leader, and this... this is unprofessional."" expectations<|im_end|>",True,3809831424,7.657043835992226
045_coauthor_any_token_at_least_k_k3_t1,45,0,any_token_at_least_k,3,1,2,64,5,364,1291260604,coauthor,45,0,coauthor:creative:a60c272551c6418a845424432fc4cc72,0,4795a099f02f7b8e436ee8dda9f1dfb42904c0062495249b4b3f4011bd9aa245,adb42ad816ceb9e1716fc71ce64198ee39dff55219291ff924b2adedfd472a19,success,,256.0,256.0,256.0,False,,model_loaded,12.360365320011624,0.33166375498694833,0.07423690799623728,0.4059006629831856,0.4059006629831856,248,784,13306,5748659,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8698408479976933,xgrammar,0.6302648569981102,2.2008596240048064,303,64,"[1, 7081, 799, 852, 8523, 279, 3447, 314, 279, 3019, 628, 2842, 424, 1288, 80426, 8308, 11, 780, 7497, 23271, 8552, 279, 17621, 269, 303, 780, 5888, 13, 328, 40, 599, 978, 16070, 279, 16399, 494, 1004, 4610, 8815, 11, 321, 279, 795, 12846, 421, 279, 8902, 369, 19435, 264, 10632, 20212, 12, 19941, 321, 264, 6745, 76908, 5488, 2785, 29547, 29547, 29547, 248046]","""Only one who knows the details of the plan can stop it,"" JFK continued, his voice steady despite the tremor in his hands. ""I have been monitoring the communications from our security agency, and the data suggests that the enemy is preparing a massive cyber-attack and a physical sabotage operation within smiled smiled smiled<|im_end|>",True,3809437696,6.863337994000176
046_coauthor_any_token_at_least_k_k3_t2,46,1,any_token_at_least_k,3,2,2,64,9,546,157253,coauthor,46,0,coauthor:creative:696c87b7fe7f4f869e84d30e9bd97823,0,c0c4f89f80b8741727e69c866bcdafd8977252717f40fb9b21c1b4582cd52c12,a9461505528906ced1198139dc1ce8f946e8ed5d5e351ab38ab564b91d12e7e0,success,,256.0,256.0,256.0,False,,model_loaded,12.618815391004318,0.34684666799148545,0.13164578199211974,0.4784924499836052,0.4784924499836052,431,1747,29260,18884911,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8624330749880755,xgrammar,0.6395778730075108,2.2234096379979746,146,64,"[760, 74167, 11, 852, 995, 978, 85317, 2394, 279, 8252, 73227, 11, 9704, 524, 440, 279, 22353, 273, 314, 25368, 466, 279, 7960, 314, 31367, 11, 694, 440, 264, 10647, 11, 8113, 41827, 30246, 13, 2302, 635, 524, 3250, 440, 3980, 11, 364, 781, 1366, 279, 2695, 314, 264, 3074, 11894, 26, 4370, 11, 781, 65230, 264, 19629, 314, 3000, 18676, 18676, 18676, 248046]","The elves, who had been dormant since the Great Collapse, rise not with the rustle of wings or the flash of lightning, but with a sudden, ethereal clarity. They do not attack with war, for they know the cost of a single blow; instead, they weave a shield of light destruction destruction destruction<|im_end|>",True,3797606912,7.046134365009493
047_coauthor_any_token_at_least_k_k3_t3,47,2,any_token_at_least_k,3,3,2,64,12,728,1560797135,coauthor,47,0,coauthor:creative:9747a45190cc48ae8634b5070735c11b,0,5f1afac7ad3ef209745bd61259fcc94666804d136faa45ee1c5d24016f824dc4,48a307e006e0a971fdea97029d56bd96e0fa9c103869d12071a1ec5c6a94a502,success,,256.0,256.0,256.0,False,,model_loaded,12.554340911010513,0.3524803019972751,0.19569320400478318,0.5481735060020583,0.5481735060020583,614,3070,51290,41332133,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7982917210028972,xgrammar,0.6450796090066433,2.2474696440040134,308,64,"[760, 10926, 3428, 2445, 303, 279, 1304, 314, 264, 3074, 11, 7737, 5307, 421, 4203, 279, 33534, 314, 449, 4307, 24024, 13, 1394, 2493, 12706, 488, 2496, 2047, 279, 2531, 488, 36330, 2980, 424, 557, 2166, 3200, 26, 8106, 488, 1000, 599, 11543, 310, 1870, 264, 2046, 364, 279, 27878, 4370, 314, 41416, 279, 5362, 8876, 13, 2441, 488, 2493, 3258, 3258, 3258, 248046]","The answers often come in the form of a single, powerful decision that changes the trajectory of an entire timeline. You might realize you never left the job you hated until it was too late; perhaps you would have chosen to build a home for the elderly instead of chasing the latest trend. Or you might meet meet meet<|im_end|>",True,3809831424,7.089564959998825
048_coauthor_any_token_at_least_k_k3_t4,48,3,any_token_at_least_k,3,4,2,64,15,910,1342984904,coauthor,48,0,coauthor:creative:1055a72721454912a8a38ea009d84a09,0,eedd8d94b431fc93cfb59c36623ed1979ab15ec091b81b13b483f50db9396f95,707442364839e77f5fc4ebd294b8511430ae483ad10e1709b33027e1aa9fe958,success,,256.0,256.0,256.0,False,,model_loaded,13.919931476004422,0.3478423960041255,0.26613413500308525,0.6139765310072107,0.6139765310072107,797,4753,79272,74662805,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.6761383379925974,xgrammar,0.643408999996609,2.196620240996708,85,64,"[40, 2908, 2496, 978, 303, 264, 2234, 310, 22380, 279, 7793, 13, 1394, 2224, 4808, 13, 271, 40, 2688, 524, 22804, 6884, 13, 353, 2688, 524, 279, 220, 19, 19, 337, 4642, 314, 279, 3516, 4042, 13, 353, 2688, 524, 1442, 3160, 310, 279, 328, 7700, 2531, 1, 5316, 369, 7169, 883, 13, 271, 40, 1044, 3629, 426, 13, 22911, 11639, 11639, 11639, 248046]","I've never been in a position to deny the truth. You're wrong.

I'm not Barack Obama. I'm not the 44th President of the United States. I'm not even close to the ""real job"" anyone is talking about.

I am John F. Kennedy noise noise noise<|im_end|>",True,3796853760,6.905386273996555
049_coauthor_any_token_at_least_k_k3_t5,49,4,any_token_at_least_k,3,5,2,64,18,1092,1318100432,coauthor,49,0,coauthor:creative:73e1236fcc4f48d3ba4d264eb6ffe06e,0,dae2eaf49ab605c86c0ab1d037d64d9ae85dcea0ff436687a14fbfc14ed118cf,6082c94c7f0433fda6a473a5d8ff30152ec806441c3fd0eb6b2be3ab3231899f,success,,256.0,256.0,256.0,False,,model_loaded,13.682145109007251,0.3735737029928714,0.34413772900006734,0.7177114319929387,0.7177114319929387,980,6796,112966,120449407,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.6432991759938886,xgrammar,0.6542499950010097,2.242100693008979,445,64,"[2523, 513, 42378, 13, 328, 40, 2688, 1066, 449, 18541, 1637, 1288, 488, 3184, 279, 27000, 13, 2838, 46628, 321, 2640, 11, 328, 9175, 11, 694, 279, 88169, 6016, 314, 279, 2732, 287, 15175, 2172, 2433, 8047, 364, 488, 1149, 271, 9923, 488, 628, 85802, 264, 80162, 49165, 11, 279, 82378, 17397, 57728, 13, 561, 50240, 71332, 5075, 19902, 11, 26969, 26969, 26969, 248046]","You are skeptical. ""I'm just an ordinary person,"" you tell the queen. She laughs and says, ""Yes, but the Almighty King of the Bees sees great things ahead for you.""

Before you can formulate a rebuttal, the buzzing stops abruptly. The chaotic frenzy vanishes, sandwich sandwich sandwich<|im_end|>",True,3821628928,7.062218907987699
050_coauthor_any_token_at_least_k_k3_t6,50,5,any_token_at_least_k,3,6,2,64,21,1274,1821058608,coauthor,50,0,coauthor:creative:f326178e52c34b5b97911cbe8f9c58ba,0,915864963b82be3974b3c7a04f99bd495d233143a9fbeb6a90bede2e6fb75a66,1a447d6c5483e1011fcc348d2f088820fdb28945cd9344030d98e79f3af90536,success,,256.0,256.0,256.0,False,,model_loaded,14.025105983993853,0.3663424109981861,0.42600507599127013,0.7923474869894562,0.7923474869894562,1163,9199,152372,180264419,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7242718969937414,xgrammar,0.6417182199948002,2.417792621999979,617,64,"[760, 16078, 506, 279, 14250, 1369, 42442, 682, 2496, 6273, 777, 13282, 13, 561, 67010, 314, 6112, 11, 279, 1145, 1592, 314, 88562, 11, 321, 279, 21030, 2696, 314, 279, 3594, 32894, 19717, 1083, 264, 7637, 28679, 421, 10751, 1040, 2046, 13, 47678, 3428, 13325, 11339, 11362, 506, 279, 8858, 1898, 11, 9799, 279, 16382, 314, 1208, 4088, 303, 321, 919, 919, 919, 248046]","The atmosphere at the Little Shrimp has never felt more alive. The chatter of customers, the clatter of trays, and the gentle hum of the air conditioning blend into a symphony that feels like home. Mana often finds herself sitting at the corner table, watching the waves of people walk in and part part part<|im_end|>",True,3836699648,7.404729645990301
051_coauthor_any_token_at_least_k_k3_t7,51,6,any_token_at_least_k,3,7,2,64,24,1456,103343638,coauthor,51,0,coauthor:creative:8ead784ec05844608febc56ca283a595,0,b977b1a9e98d3ffe240f9b2047b49d79e394dce0ce64bb58ca9fffcaf4847e9e,d86839dbd6627ccefb68962b075c2925662c1f0e7a2006ae44bfa84961b2cc71,success,,256.0,256.0,256.0,False,,model_loaded,13.73537229700014,0.3846753469988471,0.5141400849970523,0.8988154319958994,0.8988154319958994,1346,11962,197490,255680321,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8205565999960527,xgrammar,0.6486972480051918,2.2570818009990035,146,64,"[2523, 3609, 1384, 6564, 974, 678, 1623, 13, 1394, 2579, 264, 93530, 314, 49166, 11, 694, 1179, 488, 12706, 421, 1345, 678, 4593, 369, 10548, 11, 279, 1814, 488, 513, 883, 310, 31260, 369, 2400, 314, 491, 22869, 13, 4465, 11285, 430, 264, 15911, 76, 3022, 11690, 303, 279, 8807, 11, 47381, 1676, 1081, 16665, 314, 279, 13245, 6220, 11, 78631, 78631, 78631, 248046]","You watch him carry off your child. You feel a pang of sadness, but then you realize that while your heart is broken, the world you are about to inhabit is full of new possibilities. Your journey as a chipmunk begins in the rich, nutrient-dense soil of the forest floor, scraping scraping scraping<|im_end|>",True,3797606912,7.433848996006418
052_coauthor_any_token_at_least_k_k3_t8,52,7,any_token_at_least_k,3,8,2,64,27,1638,1558412509,coauthor,52,0,coauthor:creative:455d43b4c912498eac41138c743501aa,0,3b43b462777eefcab0230ebe0750a49a38e3a976862f24878998a17e6b162c25,49094aad34cb016da647b320dd773baa3d5475154ca51c62d9e02c2fb054bbc4,success,,256.0,256.0,256.0,False,,model_loaded,12.808395145999384,0.3801230690005468,0.6153500330110546,0.9954731020116014,0.9954731020116014,1529,15085,248320,348269593,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.814350574000855,xgrammar,0.6328535609936807,2.256469535001088,98,64,"[2053, 279, 3980, 1881, 279, 46064, 314, 2972, 32, 744, 300, 51698, 332, 321, 2972, 45, 1544, 269, 332, 8379, 1141, 95027, 11, 279, 12515, 3294, 279, 6511, 3177, 314, 6054, 83708, 6316, 264, 40613, 3920, 24142, 13, 561, 3594, 4924, 9047, 310, 72791, 440, 264, 36334, 11, 27163, 20569, 2696, 11, 264, 539, 2935, 314, 279, 47678, 421, 995, 14403, 14403, 14403, 248046]","As the war between the factions of **Aethelgard** and **Nymor** reached its zenith, the sky above the capital city of Veridia turned a bruised purple. The air itself seemed to shimmer with a faint, rhythmic hum, a byproduct of the Mana that had council council council<|im_end|>",True,3797013504,7.453132754002581
053_coauthor_any_token_at_least_k_k3_t9,53,8,any_token_at_least_k,3,9,2,64,30,1820,1852871808,coauthor,53,0,coauthor:creative:8d732ed8f2cc4bb393aab9f68c82e408,0,7e97ed7a01ca3d1a50b520ff5887aef37de2218a0c57c43b113794d005bf5a4e,4386d9e07f5435eaa734004e13d51c9688844e31ceee5993435d554bcb5adf2c,success,,256.0,256.0,256.0,False,,model_loaded,12.891546714992728,0.3809722339938162,0.7155141839903081,1.0964864179841243,1.0964864179841243,1712,18568,306543,459604715,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.79460832598852,xgrammar,0.6338675459992373,2.256068917995435,481,64,"[760, 22952, 11, 4611, 11, 557, 524, 23632, 13, 733, 2029, 11, 1292, 6273, 264, 8981, 49091, 314, 5992, 507, 303, 1024, 21654, 13, 328, 2523, 5617, 264, 3626, 314, 9506, 321, 2895, 1288, 1292, 1018, 11, 1024, 7497, 73607, 440, 63901, 13, 328, 3850, 1092, 369, 279, 1406, 30, 357, 35336, 852, 6587, 310, 35383, 383, 40878, 9605, 30, 9149, 9149, 9149, 248046]","The pig, however, was not impressed. In fact, she felt a cold knot of unease in her stomach. ""You built a house of stone and lead,"" she said, her voice dripping with skepticism. ""But what is the point? A wolf who wants to prey on weaker animals? truly truly truly<|im_end|>",True,3824980992,7.546328661002917
054_coauthor_any_token_at_least_k_k3_t10,54,9,any_token_at_least_k,3,10,2,64,33,2002,100592660,coauthor,54,0,coauthor:creative:7000c2b9328448a5b47432e3576c6b46,0,edc45722e2b15eacefa8d22a5f80b6c4bc69fe2b53b66b154db4c212e7c668fe,8f04c38495e26223d7717c83bda1fec12ce28ffd72947c6524e7ff2dcd1e9d61,success,,256.0,256.0,256.0,False,,model_loaded,13.540922246989794,0.4039183989953017,0.8329534130025422,1.236871811997844,1.236871811997844,1895,22411,370838,591258167,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.0260266909899656,xgrammar,0.6360130379907787,2.220748124003876,384,64,"[760, 8684, 5820, 440, 264, 8981, 20513, 421, 34242, 364, 2756, 11, 10548, 1132, 539, 279, 27163, 20569, 270, 52508, 314, 16541, 579, 33168, 321, 279, 4950, 314, 24435, 1145, 8714, 2272, 279, 13769, 6220, 13, 561, 4599, 557, 264, 67473, 314, 8720, 321, 9229, 11, 279, 1844, 6220, 50471, 279, 86088, 3177, 1332, 279, 6434, 24249, 7338, 303, 264, 3521, 3521, 3521, 248046]","The mission began with a cold silence that lasted for days, broken only by the rhythmic thumping of Brad's motorcycle and the sound of boots clacking against the concrete floor. The building was a fortress of glass and steel, the top floor overlooking the bustling city where the UN headquarters sat in a global global global<|im_end|>",True,3816316416,7.909498562992667
055_coauthor_any_token_at_least_k_k3_t11,55,10,any_token_at_least_k,3,11,2,64,36,2184,521157099,coauthor,55,0,coauthor:creative:f3fd58f51d4a406ba6151b630e18dbac,0,81f744f17fe7125d987d8db2bec9eecc16b890864bf852e0b24b838b5bf927fb,7b15fd99457a036563805178f5fb18a21cbabcb131c514a2e8510917081fe97e,success,,256.0,256.0,256.0,False,,model_loaded,13.541337605987792,0.41872296600195114,0.9568646239931695,1.3755875899951207,1.3755875899951207,2078,26614,441208,744802429,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9875757890113164,xgrammar,0.6262406339956215,2.2525834150001174,239,64,"[11734, 557, 2590, 3999, 310, 4338, 821, 6764, 1288, 551, 8308, 11, 780, 7497, 11702, 440, 19169, 13, 328, 1465, 1000, 2496, 27005, 883, 3977, 11, 874, 4766, 1204, 1691, 551, 6237, 13, 1216, 557, 279, 2993, 314, 855, 852, 11252, 421, 413, 488, 2113, 678, 4593, 1083, 264, 2545, 2313, 11, 1442, 413, 488, 2224, 1066, 264, 30501, 11, 1801, 1801, 1801, 248046]","""It was always easy to please my father,"" he continued, his voice thick with emotion. ""He would never complain about anything, no matter how much he worked. He was the kind of man who believed that if you put your heart into a little project, even if you're just a teenager, made made made<|im_end|>",True,3803891712,8.004096467993804
056_coauthor_any_token_at_least_k_k3_t12,56,11,any_token_at_least_k,3,12,2,64,39,2366,1364215582,coauthor,56,0,coauthor:creative:ecb544fef0ec41789b0ca6ce942d2344,0,f02dbbe278dec49cfae0b0f5ac5371a202fec7240e86f02a6d6da2ad4067647d,c9e644b9272af24c81e1c3abf1cefc7afc16c391cdc92e17ffa261ef3540f021,success,,256.0,256.0,256.0,False,,model_loaded,13.485407707004924,0.40847290300007444,1.1101415189914405,1.518614421991515,1.518614421991515,2261,31177,517650,921809981,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.822389865992591,xgrammar,0.628018710995093,2.1889952280034777,411,64,"[45, 667, 579, 7497, 3799, 1472, 279, 80021, 4964, 3432, 314, 21297, 421, 995, 38891, 1472, 279, 3611, 3107, 1085, 468, 11, 27264, 1060, 440, 264, 30246, 421, 9047, 310, 18717, 279, 25888, 3438, 12454, 314, 279, 30557, 6, 22485, 13, 328, 1596, 635, 524, 4226, 279, 34924, 7249, 1288, 1292, 13866, 11, 1024, 6213, 33939, 279, 2336, 421, 995, 5326, 5326, 5326, 248046]","Nia's voice cut through the cacophony of panic that had swept through the human encampment, resonating with a clarity that seemed to calm the jagged edges of the survivors' fears. ""We do not fight the aliens alone,"" she declared, her eyes scanning the map that had finally finally finally<|im_end|>",True,3818962432,7.91429747598886
057_coauthor_any_token_at_least_k_k3_t13,57,12,any_token_at_least_k,3,13,2,64,42,2548,1482609388,coauthor,57,0,coauthor:creative:eb052c37796c4ae3b8b5c77c800684c6,0,94d8ec5271e1aacf6c54bb6f0f55b6adf2c320527228e977d2bac66e3dcc6a89,5445b187dc549dc5b2f3c0f8a8170711b4a597045abe7f447092cfdf402bf55f,success,,256.0,256.0,256.0,False,,model_loaded,13.548136855999473,0.4125951699970756,1.2265120439988095,1.639107213995885,1.639107213995885,2444,36100,600164,1123853303,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.7243901239999104,xgrammar,0.6335144499898888,2.226863942996715,394,64,"[2053, 854, 3804, 539, 11, 781, 5617, 836, 1765, 2919, 1785, 321, 17200, 5646, 13, 561, 31465, 5281, 314, 836, 6823, 8526, 421, 279, 12552, 557, 264, 86088, 18156, 314, 6355, 11, 524, 1066, 364, 11228, 694, 364, 6498, 321, 7129, 13, 561, 4735, 366, 1091, 11, 41594, 421, 279, 1814, 995, 7481, 383, 1973, 1070, 11, 5820, 310, 87831, 3023, 3023, 3023, 248046]","As time went by, they built their own water system and electricity grid. The sheer scale of their population meant that the island was a bustling hub of trade, not just for goods but for ideas and skills. The immortals, realizing that the world had moved on without them, began to innovate away away away<|im_end|>",True,3817629696,7.957770481996704
058_coauthor_any_token_at_least_k_k3_t14,58,13,any_token_at_least_k,3,14,2,64,45,2730,2093813981,coauthor,58,0,coauthor:creative:17aac7590a114243a031617242747722,0,e734a30a9a6401eba733f53fe30fd3e2f5b13766eeb6d936a3049651e830ca77,98c5c101006dbfa37d39d859eff03681260bb189385b4bcdf2ce8a8aa2a7d597,success,,256.0,256.0,256.0,False,,model_loaded,14.338503938997746,0.42920144301024266,1.3745481990044937,1.8037496420147363,1.8037496420147363,2627,41383,688750,1352504875,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.945781578993774,xgrammar,0.6439395660127047,2.2410204249899834,187,64,"[1465, 6749, 1441, 506, 780, 49755, 321, 557, 85661, 264, 2612, 13, 220, 4213, 11, 551, 557, 264, 6376, 321, 8308, 310, 635, 279, 9933, 13, 271, 93880, 11, 279, 6053, 15105, 290, 303, 383, 279, 49755, 11, 321, 264, 2526, 11, 81355, 69386, 2319, 5820, 310, 1304, 3294, 279, 1414, 13, 1049, 5532, 914, 264, 59026, 26, 424, 557, 3404, 3404, 3404, 248046]","He looked down at his mug and was startled a bit.  However, he was a professional and continued to do the segment.

Suddenly, the camera zoomed in on the mug, and a small, translucent hologram began to form above the text. It wasn't a glitch; it was actually actually actually<|im_end|>",True,3799288320,8.384959952993086
