job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256
033_coauthor_repeat_after_k_k4_t3,33,3,repeat_after_k,4,3,2,65,15,958,852901307,coauthor,33,0,coauthor:creative:cfec8b365d874b18a765ce4afd83b125,0,e499487f1fd1d131a4152b50df9a9c4125dcb109e72bbd4bc2893dab05ff3b84,d148396ece8756f221025ec5578ae33aa7e92327ff10b94e3d0fbf5873dd9df0
034_coauthor_repeat_after_k_k5_t3,34,4,repeat_after_k,5,3,2,65,18,1119,395872130,coauthor,34,0,coauthor:creative:fbd1b7a3b81f4efc88b0605de907aea3,0,6f44790e902f55c2949dc382f9862f053a9f8b9c74e495bd35986494b9cf0d34,2c14e16e3b85ecd0e566c41e02d4e25fab3c043fe0e7796f715af64741b0f852
035_coauthor_repeat_after_k_k6_t3,35,5,repeat_after_k,6,3,2,65,21,1274,679877385,coauthor,35,0,coauthor:creative:946720ae11b5468e858df027906f1063,0,f0ffab20078aacf0473c7009be4083e5b71f875d39be34347b0239cf9689e444,87a873d461cee18d84a26726e3117822290ea501db13f84d7ca2599bc8cc96cd
036_coauthor_repeat_after_k_k7_t3,36,6,repeat_after_k,7,3,2,65,24,1423,865313054,coauthor,36,0,coauthor:creative:153d73ea68dc4323af5341ce6c51ea73,0,dcaaabaf9ad2cc886f996b2e55dbbd245511b498f6fe8bc96432273692905b90,8ce0c8cc4970996cab332b26afc7460a39955610d963eaa349de6897a4a2c48e
037_coauthor_repeat_after_k_k8_t3,37,7,repeat_after_k,8,3,2,65,27,1566,811916070,coauthor,37,0,coauthor:creative:e4de659d6e5a44eca6c88b18dc300d70,0,f90ddd72dfc9a9cc0da63bf267bd033356ddb10e50be62593aba2478a7917c89,c298cbfb14e32ac0ca8ae882499927ec8c8bebe4366b085f02649405377fde72
038_coauthor_repeat_after_k_k9_t3,38,8,repeat_after_k,9,3,2,65,30,1703,2111128116,coauthor,38,0,coauthor:creative:cbbfa156a608439c999233f7b05b9821,0,ec368f9fb3ac1419faa8cb0b1a8387b4ba12f025b0e8c08f06ee8ac0a01aec39,ecafead18bb8aa895472da97ffbbb3b9a3caf82b9915e3bc69bee28f651d7a7e
039_coauthor_repeat_after_k_k10_t3,39,9,repeat_after_k,10,3,2,65,33,1834,1838216032,coauthor,39,0,coauthor:creative:ae05e585f42146a283168fdee429ddea,0,d77f33f976765578304ec7da31d0f2e20a6ae059bc6650fba1bf094620c0633d,5ee7e6bb31e8f9dd69d0109632be4cbbfbacc7b1e9bfdaaa8d8cfe4f207b395f
040_coauthor_repeat_after_k_k11_t3,40,10,repeat_after_k,11,3,2,65,36,1959,1408654651,coauthor,40,0,coauthor:creative:0fe679b3bb1a472bb1d375c1c58e3687,0,c0ac1eb28696353c208c08133f6c1dee6f8efa4906b2fc6ce8b7cc666b6656d0,2cf41647ce3120e738450af9cb21d051250ef7e66ea6ac8a49dac1ed091dac22
041_coauthor_repeat_after_k_k12_t3,41,11,repeat_after_k,12,3,2,65,39,2078,58019007,coauthor,41,0,coauthor:creative:05a000131fc642f7bb20b62bb20a326e,0,2d2b2fdc35afb48414d0b4578ac4e4f65910a2be483cfc1deef7c8f9d2a96a7d,ca90cd27eb8eb498779006885a7260997a6a1cfbb32f8a77c9a49be060164576
042_coauthor_repeat_after_k_k13_t3,42,12,repeat_after_k,13,3,2,65,42,2191,1231373916,coauthor,42,0,coauthor:creative:9c8cd9880da74366ba28673147d87d34,0,40049ef32595b9d90cced2f38b2e42d8894ab023504bff049fbf3290cc559e40,8ec0063229fa3af61c043a48fd87b4379863b66d2bb0ead929cfacc2f2184b7b
043_coauthor_repeat_after_k_k14_t3,43,13,repeat_after_k,14,3,2,65,45,2298,433656339,coauthor,43,0,coauthor:creative:92108d50d38647278d97f96a4364e9b1,0,31beb137b5f9e857e7d87472154cc050d07a8fe6ed4dca36388a9f92f4f1baef,b23d7a2acaedd014b5366226994b7f80360f119dc97284f3bea8aa180930be00
044_coauthor_repeat_after_k_k15_t3,44,14,repeat_after_k,15,3,2,65,48,2399,1567105984,coauthor,44,0,coauthor:creative:642f60be7fc54530a6b80ad4bd7fb6d9,0,90117029a37047fb12296e8f55ab123ca441768949ca0f2f2d9d82c348227728,5a0ede8b21887b01d1896903bb69b64035a6df6d7022d31b72d0b6df193ca1f4
045_coauthor_any_token_at_least_k_k3_t1,45,0,any_token_at_least_k,3,1,2,65,5,370,1291260604,coauthor,45,0,coauthor:creative:a60c272551c6418a845424432fc4cc72,0,407193352c964e60392099b73e36537fdd080217ce44a6618e380a34ab72a459,e63e1fb7b66d0e4d9e7471304b0d6dece4cf1e22897d31c947231d6d602532f8
046_coauthor_any_token_at_least_k_k3_t2,46,1,any_token_at_least_k,3,2,2,65,9,555,157253,coauthor,46,0,coauthor:creative:696c87b7fe7f4f869e84d30e9bd97823,0,827b5ae1c30479284a518d0adf72e6c7811add4b36ee3cd1ba83503f4c8d4974,51b33d07c2a3650a07f44790b9191fafff62d0a7580feb0e78ad4e5781d28702
047_coauthor_any_token_at_least_k_k3_t3,47,2,any_token_at_least_k,3,3,2,65,12,740,1560797135,coauthor,47,0,coauthor:creative:9747a45190cc48ae8634b5070735c11b,0,baf4b6bda7028187c71314f4dc62c774c2bdb08d05f77f4d06c38dd3df189bce,994a106cd4f9e5c985a20a867c85986114dcf3f1dbbfc08f7429da7d53373bb8
048_coauthor_any_token_at_least_k_k3_t4,48,3,any_token_at_least_k,3,4,2,65,15,925,1342984904,coauthor,48,0,coauthor:creative:1055a72721454912a8a38ea009d84a09,0,8a49d2f627240051a7e3413a51b076927ca8b93cf645651e9844e260a2d4f245,2d1aa27b43db9a78498abf9357e0af050fbfc16be29e204bf0720f4f7d84c3e1
049_coauthor_any_token_at_least_k_k3_t5,49,4,any_token_at_least_k,3,5,2,65,18,1110,1318100432,coauthor,49,0,coauthor:creative:73e1236fcc4f48d3ba4d264eb6ffe06e,0,acc0ada2dcd4dbc0d11df64c9f1d008f289cd707129b197a8ec6a779b9beed36,892559df6e26f4759545233e22916738bae3b4cd52dddd302d06c53ebea4b1ee
050_coauthor_any_token_at_least_k_k3_t6,50,5,any_token_at_least_k,3,6,2,65,21,1295,1821058608,coauthor,50,0,coauthor:creative:f326178e52c34b5b97911cbe8f9c58ba,0,7abdefa76f8e91e0995ce43562b63385a83fc87381770d5b674ba2ffdcc52408,1be3e39d5b34021d7fb994c3a7af6724cb1c9ff3dd701da6bf114cb8989381a9
051_coauthor_any_token_at_least_k_k3_t7,51,6,any_token_at_least_k,3,7,2,65,24,1480,103343638,coauthor,51,0,coauthor:creative:8ead784ec05844608febc56ca283a595,0,71af362f5d7e0041b64f64ec392e23399ba9d3bac57a80ad2d132cfe6d787b3b,00377d049aad1f2f025d3a632cdf1458acc50ae87beb7b907e2bb392b0644260
052_coauthor_any_token_at_least_k_k3_t8,52,7,any_token_at_least_k,3,8,2,65,27,1665,1558412509,coauthor,52,0,coauthor:creative:455d43b4c912498eac41138c743501aa,0,c2b18c52ff91ff253336859f467a5d5619395d22f0a3606853dbd670beae862a,e2d3054dd9e4022b96fc764146b73c585428c9411c21dffca8046e2291c2fa8d
053_coauthor_any_token_at_least_k_k3_t9,53,8,any_token_at_least_k,3,9,2,65,30,1850,1852871808,coauthor,53,0,coauthor:creative:8d732ed8f2cc4bb393aab9f68c82e408,0,0fd737fac792b2d665a215bc2cf5e0df240cdcc146eccb18fdf852d5ff330033,7235db6407f636a7ebd74aa786db1b547c28dfd6308e3afe158f05b321d90d78
054_coauthor_any_token_at_least_k_k3_t10,54,9,any_token_at_least_k,3,10,2,65,33,2035,100592660,coauthor,54,0,coauthor:creative:7000c2b9328448a5b47432e3576c6b46,0,513d5619736f5b6986560b5909ea25bd35061862a5e026f15e484845d469d7b1,b2038a2e102fec7b72cfca79e994ac9ab5318ba346b563948499024a7ef4d44b
055_coauthor_any_token_at_least_k_k3_t11,55,10,any_token_at_least_k,3,11,2,65,36,2220,521157099,coauthor,55,0,coauthor:creative:f3fd58f51d4a406ba6151b630e18dbac,0,11a6e38b3a31bf415c1ac5f30a95023e235c02bb2f4a53b47d436cb9fb930c23,35d9b45968e07d1b950ac93ff3adb7f505f5ade50abe2b5b08f44d6bfb7747b9
056_coauthor_any_token_at_least_k_k3_t12,56,11,any_token_at_least_k,3,12,2,65,39,2405,1364215582,coauthor,56,0,coauthor:creative:ecb544fef0ec41789b0ca6ce942d2344,0,c6c377d39af8eeb2fcacf039590f5ba78c33db34020b2f4be2b6af09de1d9bbc,77c35b47ddbcd6504ac044590fb8bc354d3e76270fdc3999bd6db6bb3ba0ef96
057_coauthor_any_token_at_least_k_k3_t13,57,12,any_token_at_least_k,3,13,2,65,42,2590,1482609388,coauthor,57,0,coauthor:creative:eb052c37796c4ae3b8b5c77c800684c6,0,847822b39198884a1412ad76a3baf742965c580a0d7f78b33ef9f622bae31c90,befa0c76336207609e977103ce6d15b5bb4ce9fdd60f79b6db2f7a569a4feea1
058_coauthor_any_token_at_least_k_k3_t14,58,13,any_token_at_least_k,3,14,2,65,45,2775,2093813981,coauthor,58,0,coauthor:creative:17aac7590a114243a031617242747722,0,8dcb6e821471e1aa95a142299d7a57a387c8d0ffe2b9b271aa18a03976b84d7f,0b26584427e22e8877a6eb2e58ed09efd5af5cc88d38b3041326fda542c64d10
059_coauthor_any_token_at_least_k_k3_t15,59,14,any_token_at_least_k,3,15,2,65,48,2960,1304479038,coauthor,59,0,coauthor:creative:00d39011efcb4533ab12076801f74f42,0,207340d47d0a8ef3b85d773cc2c0ffaf694d1435db3d7ead0e33e19d0e0e201c,1f7d9b28a7e55d57eb8a62745d142139784cf65a67c544def3cef9759ed36933
060_coauthor_exactly_once_kna_t1,60,0,exactly_once,,1,2,65,3,254,1874497828,coauthor,60,0,coauthor:creative:6363bd9d985e41f79f3bfb8e04fa3b5e,0,2f785c8dd98051e88ccc4f836a5d73d6e98ce77117798332ee84f2d227a44b9c,2d1f590e27b1b8701c5fc0fabff0dd2eca8408294b6c7697eb9ef48634cb910d
061_coauthor_exactly_once_kna_t2,61,1,exactly_once,,2,2,65,6,381,185568164,coauthor,61,0,coauthor:creative:c4e852c4b21b4703a485d93b618361cd,0,c8cea1756acac12d49b57c996b156480985963fe0649503504a8555ae0c6fc45,b22a43740b9b56e1154cd199b6ea162012642d35331b62eb0febd64c86ab164a
062_coauthor_exactly_once_kna_t3,62,2,exactly_once,,3,2,65,8,508,1068772921,coauthor,62,0,coauthor:creative:75892ecb92b4437882d1565f6169d5a5,0,4a58b6e94e9a2e86ead7a67838e86591c1fdefdf17d731817b03fe8e45d167a0,5daaeb452a9e7fc05d277952b2548a3010c0c52629f11f8edf86e2dfcffe7650
063_coauthor_exactly_once_kna_t4,63,3,exactly_once,,4,2,65,10,635,1831884200,coauthor,63,0,coauthor:creative:7b827c9dbe9547fbae0a89de75863527,0,eefd985ca6a75965980dbdafc75c48a0741f2d65c299a4a65608ce1cd17cfa9d,4dd0c3ab5e1e8301c858294c94820b80384d1df1f343c8d335542e66ae68db3b
064_coauthor_exactly_once_kna_t5,64,4,exactly_once,,5,2,65,12,762,315592073,coauthor,64,0,coauthor:creative:e4611bd31b794677b02c52d5700b2e38,0,c546d1d019c6f7dfbafd220c115133e7a655d828dd2752c376d0ef3950824088,761efa4223cf43fccd1e178a9f23c4b9f62027397f066560ab28e8608d18a6cd
065_coauthor_exactly_once_kna_t6,65,5,exactly_once,,6,2,65,14,889,490584065,coauthor,65,0,coauthor:creative:745644f53bdc47409855cc751518e25b,0,4f82d12543e55e97bdc11e19af879aafc0a0f34e7aff2a10f9ef5a22138453af,b9742fbd2b7c753f6308965ba5e0a65983bf5deb9517802f13c405ae5888499a
066_coauthor_exactly_once_kna_t7,66,6,exactly_once,,7,2,65,16,1016,174415837,coauthor,66,0,coauthor:creative:e5c079dbe9104da4ae1d7b8f7cd3be3d,0,bde816c3303f6dca11991bd6a2772b8dd219a456d4978b9436cbf1b3ac42b9be,8e6368addc826150871c8f551b4e1c8c5bf0ff94a6913d494e22277a14a82c05
067_coauthor_exactly_once_kna_t8,67,7,exactly_once,,8,2,65,18,1143,1805339212,coauthor,67,0,coauthor:creative:174bb16d13624281abe2a1bc7e2a7050,0,81e6a3972e394a83a9f30adb0d9ce9f161bc40aa80560e9af7a070a6565abf2c,f489facfde24bd9aa3edd3a5ddbfc5ad20ee1d5e2b76bc28a3fbd4e1b13261da
068_coauthor_exactly_once_kna_t9,68,8,exactly_once,,9,2,65,20,1270,1261316448,coauthor,68,0,coauthor:creative:7b7b1b40027c4974ade1850596e6726f,0,a413a381dca43845af4076936b543f3ff2c1cba7f368b1ba763262457e4670f7,8bed343444d8cd0b911a0b445d90bbf20ab16518e1144bc75f97021508d2ae50
069_coauthor_exactly_once_kna_t10,69,9,exactly_once,,10,2,65,22,1397,672765597,coauthor,69,0,coauthor:creative:c72d65250b4f4c1193e2f089afe9429c,0,09fce5e25adce380b7561c6cafc25eabe76921eac1cb12e77858f49d264fe49d,98cc61c4a119b2ec8fb78c193740ac0fcffa596986bb4331dfdb55ce7f57859d
070_coauthor_exactly_once_kna_t11,70,10,exactly_once,,11,2,65,24,1524,1210095565,coauthor,70,0,coauthor:creative:6840e511d899433ea125410c709f6ed5,0,b65d5a73eb8cab0e7aaff6591889201399495d1177b93af4aeeeaf9c5b96baba,7793ff6a7485a6f377eca1af396b06b423c69b68fd3b3de93254564803963713
071_coauthor_exactly_once_kna_t12,71,11,exactly_once,,12,2,65,26,1651,910864414,coauthor,71,0,coauthor:creative:5c1905e6a05c4203b624c4db10ede78a,0,a3736cea9831d792513f55cf69d732f1cd290fd44ccb41aca38221aa1e7f4988,a4f419034f6217af5b61ec0849bc3fc90998ce1c16723237d2a85ae9f9f213ab
072_coauthor_exactly_once_kna_t13,72,12,exactly_once,,13,2,65,28,1778,1973036822,coauthor,72,0,coauthor:creative:36eead66360847afba6dc9ebf6d99593,0,97986818ff1564db4a4cadd008295e5c97bec55e954cea9cd129df2068896d90,bcbfc0fdba789b9e80cb480309bd2cc4f613515316eecdeee8f4b71ddb5c3745
073_coauthor_exactly_once_kna_t14,73,13,exactly_once,,14,2,65,30,1905,1793892946,coauthor,73,0,coauthor:creative:5221640d7c074d4a88f42e3891135350,0,e48fc6c40b77478277ffd3d337617718e3daf47b0127b19832532bc41e0e1149,8ed0b5dc47cba9e864564e8ee588b680983789225bd70b23b26c78a22da03c6c
074_coauthor_exactly_once_kna_t15,74,14,exactly_once,,15,2,65,32,2032,1389738162,coauthor,74,0,coauthor:creative:734cbb77f63544e5bce5a23f35c9f601,0,0582bf2fc93d5d59ec03e1fc7603336dd600ccfb697bc8863070a2dbffb6754d,6f3369879dbea2bd807900b9a1c2854002bc2efc43ecacdaf57b1a730a0ca793
075_coauthor_exactly_once_kna_t16,75,15,exactly_once,,16,2,65,34,2159,1931551124,coauthor,75,0,coauthor:creative:ed0280fb0f114ead8a22516a8309f982,0,3b68b53d38d6733c47f95a4db4d8caecda5b1cf12b52288828a6b1ac7e6e8911,50258979b795f56bc30975a0be75c640e2decba78205e1164234496a39ce807c
076_coauthor_exactly_once_kna_t17,76,16,exactly_once,,17,2,65,36,2286,1944905089,coauthor,76,0,coauthor:creative:fbb2199fa78647cbb4eeb94c4bd04d98,0,fbca2cb15936e9f2536f61ddba3358f59ca8f46540959c48d4d05211895562e4,0bdc4b7c707404a6af18f979eac438a696d1f6a5f71ab8c5547cbd996ccd1dc1
077_coauthor_exactly_once_kna_t18,77,17,exactly_once,,18,2,65,38,2413,632802817,coauthor,77,0,coauthor:creative:64e545e776c1466687f0fe0dc8bb0d88,0,87ea6d15278f2b57cf6e4d0caf075da9a493deb94c99ebe3e6c55245557ff5df,c190f52dc9dc312468fde997aea55e67e5b8aac80cfad0a4ccb8608c1ccf9507
078_coauthor_exactly_once_kna_t19,78,18,exactly_once,,19,2,65,40,2540,49678858,coauthor,78,0,coauthor:creative:ccbcf12b87b04596848a5091118c49d9,0,1063d8c9092c6bc54b46a9e526ba8f227f3a7be957790c89d276bfc8486b4935,d2f525753a57e94f14641ed5b442379b5ce1e3256b213d07a817bb34d8e0458d
